"","geneID","order","baseMean","log2FC","padj","likes","Condition","FDR.Condition","FWER.Condition"
"ACT27355-1","ACT27355-1","262",2.18364614479518,0.891162829549058,0.629630638153774,0.0563569545769854,"control>transient>paraquat",0.629630638153774,1
"ACT27785-1","ACT27785-1","698",0.586833185602018,1.07868948997981,0.629943068798017,0.056064133737913,"control>transient>paraquat",0.629943068798017,1
"ACT28814-1","ACT28814-1","1745",0.193907859148996,0.715359360499597,0.630254919153976,0.0560236227515092,"control>transient>paraquat",0.630254919153976,1
"ACT31060-1","ACT31060-1","3940",0.0860800006756923,0.322364835626909,0.63056618110657,0.0559930326315575,"transient>control>paraquat",0.63056618110657,1
"ACT28353-1","ACT28353-1","1290",0.0860800006756923,0.322364835626909,0.630876906043293,0.055912357739856,"control>transient>paraquat",0.630876906043293,1
"ACT31068-1","ACT31068-1","3947",0.0495786136750092,0.733874836292745,0.631187025019107,0.0559029283847008,"control>transient>paraquat",0.631187025019107,1
"ACT28981-1","ACT28981-1","1913",2.48837564518325,1.23830880942988,0.631496675912478,0.0557559217827892,"control>paraquat>transient",0.631496675912478,1
"ACT27378-1","ACT27378-1","284",0.835317233532591,0.540263833781403,0.631805844879536,0.0556243294248465,"control>transient>paraquat",0.631805844879536,1
"ACT31009-1","ACT31009-1","3869",8.94275624533512,1.09460286143007,0.632114419687242,0.0556078749140393,"control>paraquat=transient",0.632114419687242,1
"ACT30816-1","ACT30816-1","3695",0.414021578584407,2.80041849207753,0.632422641720838,0.0553484382465173,"paraquat>transient>control",0.632422641720838,1
"ACT29816-1","ACT29816-1","2716",20.9357915192292,0.874140187341911,0.632730385721049,0.055217198064387,"control>transient>paraquat",0.632730385721049,1
"ACT28774-1","ACT28774-1","1703",12.0044603030743,1.35217293013947,0.633037533204289,0.0552077713073158,"control>transient>paraquat",0.633037533204289,1
"ACT27741-1","ACT27741-1","654",0.0760129926543607,0.381338818853664,0.633344190603326,0.0550918919755619,"control>transient>paraquat",0.633344190603326,1
"ACT29229-1","ACT29229-1","2149",0.17841971783235,0.545211426317709,0.633650249434418,0.0550879193448092,"control>paraquat=transient",0.633650249434418,1
"ACT30495-1","ACT30495-1","3372",0.0310073841826914,0,0.633955833942969,0.0549591363525111,"transient>control>paraquat",0.633955833942969,1
"ACT29796-1","ACT29796-1","2696",0.0310073841826914,0,0.634260837396681,0.054940643270601,"control>transient>paraquat",0.634260837396681,1
"ACT27923-1","ACT27923-1","841",0.12341920291023,13.1423106350421,0.634565253439608,0.0549303827746849,"control>transient>paraquat",0.634565253439608,1
"ACT30790-1","ACT30790-1","3668",0.12341920291023,13.1423106350421,0.634869079544671,0.0549244671864167,"control>transient>paraquat",0.634869079544671,1
"ACT29704-1","ACT29704-1","2607",0.135989942926908,6.09647509082673,0.635172346527275,0.0548887972513425,"transient>control>paraquat",0.635172346527275,1
"ACT29312-1","ACT29312-1","2225",0.0869650006471743,0,0.635475260920475,0.0546433148358509,"control>transient>paraquat",0.635475260920475,1
"ACT27712-1","ACT27712-1","626",8.57042644809362,1.24531311917951,0.635777693177506,0.0545316756219863,"control>transient>paraquat",0.635777693177506,1
"ACT29073-1","ACT29073-1","2007",0.720115427693587,0.362224658697116,0.636079740510271,0.0543217434058151,"control>transient>paraquat",0.636079740510271,1
"ACT30810-1","ACT30810-1","3689",18.8188033099954,1.06246178736796,0.636381320840644,0.0541972601970949,"control>transient>paraquat",0.636381320840644,1
"ACT29645-1","ACT29645-1","2551",0.527307013488352,0.78591093241859,0.636682488097479,0.0540187391329025,"control>transient>paraquat",0.636682488097479,1
"ACT28644-1","ACT28644-1","1573",1.46916216517168,1.18435098786673,0.636983113927734,0.0539735325696493,"transient>control>paraquat",0.636983113927734,1
"ACT27390-1","ACT27390-1","296",12.2164872912331,0.616409891966474,0.637283160001099,0.053969430507166,"transient>control>paraquat",0.637283160001099,1
"ACT29901-1","ACT29901-1","2791",1.97193603212622,0.975199014485565,0.6375826600187,0.0539323218522078,"control>transient>paraquat",0.6375826600187,1
"ACT28763-1","ACT28763-1","1694",0.734587342972216,0.743409967100296,0.637881648170956,0.0538615668529497,"control>paraquat=transient",0.637881648170956,1
"ACT28761-1","ACT28761-1","1692",2.5003031553352,1.04922824590684,0.638180060650275,0.0538582606919335,"paraquat>control>transient",0.638180060650275,1
"ACT28165-1","ACT28165-1","1103",1.89627239458173,2.83063563501128,0.638477989126098,0.0537618953489377,"transient>paraquat>control",0.638477989126098,1
"EBG00001118713-1","EBG00001118713-1","1026",0.443708734882196,2.03641942998336,0.638775378916742,0.0537235775570536,"control>transient>paraquat",0.638775378916742,1
"ACT27357-1","ACT27357-1","264",0.881909374034,0.504496962586138,0.639072231370301,0.0536854791966721,"control>transient>paraquat",0.639072231370301,1
"ACT27780-1","ACT27780-1","694",2.77070937139385,1.62666999888741,0.639368641512375,0.0535504512990999,"control>paraquat>transient",0.639368641512375,1
"ACT29707-1","ACT29707-1","2610",2.77671883184512,1.50751785898849,0.639664538604838,0.0534901765110271,"control>transient>paraquat",0.639664538604838,1
"ACT27504-1","ACT27504-1","406",0.426392644550925,0.569330130030097,0.63995988376927,0.0534718355500938,"control>paraquat>transient",0.63995988376927,1
"ACT27159-1","ACT27159-1","77",3.82322592654139,1.72829642909303,0.64025471957337,0.0534108799667776,"transient>paraquat>control",0.64025471957337,1
"ACT29248-1","ACT29248-1","2168",3.71479275960353,0.795514446071102,0.640549007433175,0.0533916183693239,"control>transient>paraquat",0.640549007433175,1
"ACT27300-1","ACT27300-1","208",1.80786560171854,1.35875393327604,0.640842758882155,0.0533619827299353,"control>paraquat>transient",0.640842758882155,1
"ACT28567-1","ACT28567-1","1495",2.08712062725014,0.905793901077204,0.641136107657144,0.0531944688046478,"control>transient>paraquat",0.641136107657144,1
"EBG00001118555-1","EBG00001118555-1","1963",2.15432663456614,0.899891772907156,0.641428902421739,0.0531861581056653,"control>transient>paraquat",0.641428902421739,1
"ACT30285-1","ACT30285-1","3163",0.710034261833253,1.28317631138517,0.64172117807451,0.0531430404324314,"transient>control>paraquat",0.64172117807451,1
"ACT29219-1","ACT29219-1","2139",5.72801665455468,0.998267964671408,0.642013075781768,0.052953820132905,"transient>control>paraquat",0.642013075781768,1
"ACT31261-1","ACT31261-1","4153",1.04654319889117,0.146776331201214,0.642304625726091,0.0527341325126607,"control>transient>paraquat",0.642304625726091,1
"ACT28191-1","ACT28191-1","1130",19.5962673085849,0.472912620387084,0.642595784005161,0.0525614978082906,"control>transient>paraquat",0.642595784005161,1
"ACT27200-1","ACT27200-1","118",3.10660326584724,0.42718836841011,0.642886394951307,0.0525533334874671,"control>transient>paraquat",0.642886394951307,1
"ACT30536-1","ACT30536-1","3415",0.545994929681926,0.70324960616744,0.643176618408518,0.052378974977606,"control>transient>paraquat",0.643176618408518,1
"ACT27919-1","ACT27919-1","837",0.529205565945311,0.900743336089834,0.643466358536851,0.0523065067133552,"transient>control>paraquat",0.643466358536851,1
"ACT29347-1","ACT29347-1","2260",5.64078772447634,0.947983035339292,0.643755666848884,0.0521812972044969,"paraquat>control>transient",0.643755666848884,1
"ACT28740-1","ACT28740-1","1672",3.44423700825055,0.627959742563424,0.644044730039225,0.0518607937217793,"control>transient>paraquat",0.644044730039225,1
"ACT30724-1","ACT30724-1","3603",0.219162963431268,5.58530986993114,0.64433331892591,0.0517825833951511,"transient>control>paraquat",0.64433331892591,1
"ACT29376-1","ACT29376-1","2290",1.76220433450796,1.01486150673591,0.644621376797892,0.0517656261325357,"control>transient>paraquat",0.644621376797892,1
"ACT28278-1","ACT28278-1","1217",1.10342822910371,1.02848423093549,0.64490897286932,0.0516771717743865,"control>paraquat>transient",0.64490897286932,1
"ACT29626-1","ACT29626-1","2532",0.481827449634074,0.288031041558881,0.645196059326562,0.0516406418258532,"paraquat>transient>control",0.645196059326562,1
"ACT30833-1","ACT30833-1","3709",0.206244614883458,0.174013674551387,0.645482664380144,0.0515757939842959,"control>transient>paraquat",0.645482664380144,1
"ACT30588-1","ACT30588-1","3465",8.51624776340128,0.664720157413554,0.645768957189342,0.0513332506784474,"control>transient>paraquat",0.645768957189342,1
"ACT31107-1","ACT31107-1","3985",15.6882325563356,0.98563013686335,0.646054967043332,0.0510605975818889,"transient>paraquat>control",0.646054967043332,1
"ACT30670-1","ACT30670-1","3550",2.93984002816885,0.492818649650161,0.64634046430026,0.0510324433560007,"control>paraquat>transient",0.64634046430026,1
"ACT27529-1","ACT27529-1","431",2.8446545189522,0.476914165170762,0.646625431330224,0.051024549877481,"control>transient>paraquat",0.646625431330224,1
"ACT28143-1","ACT28143-1","1073",5.87595139036291,0.663576819623103,0.646909868740221,0.0510176018428245,"transient>control>paraquat",0.646909868740221,1
"ACT29902-1","ACT29902-1","2792",4.01261233309594,0.921242086529143,0.647193893001674,0.0508883170741729,"control>paraquat>transient",0.647193893001674,1
"EBG00001118573-1","EBG00001118573-1","810",6.97275355552131,0.853566220255198,0.647477414460386,0.0508557534700606,"transient>control>paraquat",0.647477414460386,1
"ECBD_R0015-1","ECBD_R0015-1","811",9.27838810514541,0.962065081448126,0.647760403983903,0.0508557534700606,"transient>control>paraquat",0.647760403983903,1
"ACT30269-1","ACT30269-1","3147",2.48480773987726,0.816857206976727,0.648042866194034,0.0508524178069045,"control>transient>paraquat",0.648042866194034,1
"ACT30955-1","ACT30955-1","3820",27.8224070931118,0.914342037585123,0.648325054372821,0.0505801588618323,"transient>paraquat>control",0.648325054372821,1
"ACT27344-1","ACT27344-1","251",55.4751431344243,1.08447838130033,0.648606776643121,0.0505138386757439,"paraquat>transient>control",0.648606776643121,1
"ACT30538-1","ACT30538-1","3417",4.32693416138986,0.724041593751923,0.648887986692308,0.0504984707267974,"transient>control>paraquat",0.648887986692308,1
"ACT29420-1","ACT29420-1","2336",0.760397659256244,0.556982350025445,0.64916873510799,0.0504304601119536,"control>paraquat>transient",0.64916873510799,1
"ACT29296-1","ACT29296-1","2209",10.4175177460959,0.902764184593337,0.649449024245034,0.050361309981123,"transient>control>paraquat",0.649449024245034,1
"ACT28214-1","ACT28214-1","1154",22.7972882918913,1.10281375502365,0.64972886573991,0.0502810517528147,"control>transient>paraquat",0.64972886573991,1
"ACT29576-1","ACT29576-1","2487",0.547609606269761,0.616862048191283,0.650008284458829,0.0501754301415095,"control>transient>paraquat",0.650008284458829,1
"ACT30400-1","ACT30400-1","3269",5.33492279214199,0.69805765069279,0.650287242920508,0.050111369235721,"control>transient>paraquat",0.650287242920508,1
"ACT27962-1","ACT27962-1","882",37.6590362592554,0.975982918137657,0.650565745919382,0.0500435302914993,"control>transient>paraquat",0.650565745919382,1
"ACT30722-1","ACT30722-1","3601",1.6701641174395,0.966984318702827,0.650843762313684,0.0500105974172457,"transient>paraquat>control",0.650843762313684,1
"ACT29287-1","ACT29287-1","2206",2.73455225209714,1.16492404741104,0.651121423421072,0.0498375639217265,"control>paraquat>transient",0.651121423421072,1
"ACT29657-1","ACT29657-1","2563",4.12831725812397,0.581189987531428,0.65139862812306,0.0497747031346545,"control>transient>paraquat",0.65139862812306,1
"ACT28152-1","ACT28152-1","1082",0.40460340013444,0,0.651675393265517,0.049695018022976,"paraquat>transient>control",0.651675393265517,1
"ACT28843-1","ACT28843-1","1774",1.43982753236165,0.67424491333808,0.651951658053477,0.0496823709502463,"control>transient>paraquat",0.651951658053477,1
"ACT27205-1","ACT27205-1","122",5.81626946793065,1.78744360798869,0.652227600229932,0.0494789070218073,"control>transient>paraquat",0.652227600229932,1
"ACT30643-1","ACT30643-1","3522",4.07842679997101,1.15218296288339,0.652503235439646,0.0492594676501821,"transient>control>paraquat",0.652503235439646,1
"ACT28594-1","ACT28594-1","1522",123.369823471319,1.14929177608107,0.65277838644771,0.0492330718189928,"control>paraquat>transient",0.65277838644771,1
"ACT29923-1","ACT29923-1","2810",7.30428050221103,0.950203208108653,0.653053052037407,0.0492094487305194,"control>transient>paraquat",0.653053052037407,1
"ACT30190-1","ACT30190-1","3067",13.6032802789731,0.864922870355734,0.653327232087569,0.0491874134869974,"paraquat>control>transient",0.653327232087569,1
"ACT28711-1","ACT28711-1","1635",0.816533756953739,1.45954008672359,0.653601039639124,0.0490439593717076,"control>transient>paraquat",0.653601039639124,1
"ACT28096-1","ACT28096-1","1023",29.5305036655579,0.565803773022837,0.653874349469946,0.0490378644263605,"transient>control>paraquat",0.653874349469946,1
"ACT30541-1","ACT30541-1","3419",13.0709201196052,0.753801951675806,0.654147186680916,0.0490059277836428,"paraquat>transient>control",0.654147186680916,1
"ACT30552-1","ACT30552-1","3431",11.0785457646234,0.745633026028512,0.65441954059804,0.0489870436545361,"transient>paraquat>control",0.65441954059804,1
"ACT30706-1","ACT30706-1","3586",0.0714091771334835,0,0.654691635979601,0.0487243981185082,"transient>control>paraquat",0.654691635979601,1
"ACT30177-1","ACT30177-1","3054",1.22039232479909,0.727745117650526,0.654963350487919,0.0485961209378395,"control>paraquat>transient",0.654963350487919,1
"ACT28203-1","ACT28203-1","1144",19.8977978927642,0.869754466100941,0.655234595416623,0.0485659424380247,"control>paraquat>transient",0.655234595416623,1
"ACT27955-1","ACT27955-1","876",19.8977978927642,0.869754466100941,0.655505409152176,0.0484951778884155,"control>paraquat>transient",0.655505409152176,1
"ACT30741-1","ACT30741-1","3620",0.17059365252585,2.05168853064079,0.655775820174037,0.0483945219098421,"transient>control>paraquat",0.655775820174037,1
"ACT31066-1","ACT31066-1","3945",0.113247524837335,1.0258442653204,0.656046028057282,0.0480763397902486,"transient>control>paraquat",0.656046028057282,1
"ACT29746-1","ACT29746-1","2651",2.60943569947886,0.380487086289648,0.656315746278704,0.0480730830426713,"control>transient>paraquat",0.656315746278704,1
"ACT30906-1","ACT30906-1","3781",3.33154502068069,0.824050785492498,0.656585012655403,0.048029772105743,"control>transient>paraquat",0.656585012655403,1
"ACT27771-1","ACT27771-1","685",29.110922195341,0.793148985510126,0.656853805390481,0.0480117714936514,"control>transient>paraquat",0.656853805390481,1
"ACT28102-1","ACT28102-1","1030",5.6908586338559,0.650494376521065,0.657122275639113,0.0478289211142773,"control>transient>paraquat",0.657122275639113,1
"ACT29897-1","ACT29897-1","2787",0.381925027091196,0.225732529087148,0.657390363128316,0.0477133987489311,"transient>control>paraquat",0.657390363128316,1
"ACT30897-1","ACT30897-1","3771",1.37506958613389,1.74950352214081,0.657658020128766,0.0476516223747692,"control>transient>paraquat",0.657658020128766,1
"ACT28925-1","ACT28925-1","1856",3.69710718455507,2.42624640323151,0.657925222332733,0.0476179488959941,"control>transient>paraquat",0.657925222332733,1
"ACT28023-1","ACT28023-1","946",1.34028102917211,0.845313928614741,0.658191946279394,0.0476115405533104,"control>paraquat>transient",0.658191946279394,1
"ACT31251-1","ACT31251-1","4137",0.35384956895323,0.465372552598496,0.658458238739969,0.0475548847858265,"paraquat>transient>control",0.658458238739969,1
"ACT29557-1","ACT29557-1","2468",0.246880206196609,1.38030102885475,0.658724060609148,0.0475427739477852,"control>transient>paraquat",0.658724060609148,1
"ACT27852-1","ACT27852-1","766",0.414974060710168,1.60747405091643,0.658989456809286,0.0474823458381499,"transient>control>paraquat",0.658989456809286,1
"ACT28316-1","ACT28316-1","1249",20.4308410942866,0.762027249361391,0.659254512777433,0.0473285304840866,"paraquat>control>transient",0.659254512777433,1
"ACT28125-1","ACT28125-1","1053",1.71042024310253,1.14923238047908,0.659519098079985,0.0473203866922403,"control>transient>paraquat",0.659519098079985,1
"ACT28187-1","ACT28187-1","1126",1.25333036758859,0.338678305957605,0.659783263994002,0.0472567373607799,"transient>control>paraquat",0.659783263994002,1
"ACT28238-1","ACT28238-1","1181",3.55605639364136,1.15626779207687,0.660047015551037,0.0471887561399359,"control>transient>paraquat",0.660047015551037,1
"ACT30102-1","ACT30102-1","2991",7.86559375230577,0.849039638964489,0.660310303583893,0.0471766919136411,"control>transient>paraquat",0.660310303583893,1
"ACT27694-1","ACT27694-1","609",47.6060217875728,0.80050364746854,0.660573272283741,0.0470055334850879,"paraquat>transient>control",0.660573272283741,1
"ACT29188-1","ACT29188-1","2112",41.7469642975787,0.876933147145516,0.660835846986085,0.0469185093053524,"transient>control>paraquat",0.660835846986085,1
"ACT29469-1","ACT29469-1","2384",1.30264669305946,0.943616815862397,0.661098104321411,0.0467472241251882,"paraquat>transient>control",0.661098104321411,1
"ACT28228-1","ACT28228-1","1168",33.9495125037651,0.883659039475982,0.661359895388329,0.0467430649982124,"control>transient>paraquat",0.661359895388329,1
"ACT30693-1","ACT30693-1","3573",3.05546300580499,1.58004596924584,0.661621306706359,0.0466436623718403,"control>transient>paraquat",0.661621306706359,1
"ACT29137-1","ACT29137-1","2064",9.29044486478229,0.538980557030246,0.661882271449909,0.0466201100049618,"control>transient>paraquat",0.661882271449909,1
"ACT29755-1","ACT29755-1","2660",8.98240348049799,0.670523371143042,0.662142774459697,0.0466148605974416,"transient>paraquat>control",0.662142774459697,1
"ACT29192-1","ACT29192-1","2116",2.37175833047372,0.676452268710437,0.662402860234837,0.0465611573836648,"control>transient>paraquat",0.662402860234837,1
"ACT28455-1","ACT28455-1","1393",1.52068898136834,0.363124904784708,0.662662498890727,0.0465422065124119,"paraquat>control>transient",0.662662498890727,1
"ACT28397-1","ACT28397-1","1336",13.4699333840768,1.34407285674229,0.662921681186366,0.0465349654014866,"transient>control>paraquat",0.662921681186366,1
"ACT28215-1","ACT28215-1","1155",1.21885713103698,0.553310378742038,0.66318043961793,0.046492600167427,"control>paraquat>transient",0.66318043961793,1
"ACT27259-1","ACT27259-1","168",0.440683651906316,0.996047023909826,0.663438824457827,0.0463950003385514,"control>transient>paraquat",0.663438824457827,1
"ACT29260-1","ACT29260-1","2182",0.716662856640803,1.29795567199544,0.66369689166686,0.0462355653802608,"control>paraquat>transient",0.66369689166686,1
"ACT28812-1","ACT28812-1","1743",1.22989214154548,1.19585532267658,0.66395463232622,0.0460871258932845,"paraquat>control>transient",0.66395463232622,1
"ACT30272-1","ACT30272-1","3150",0.950396254673046,1.06045542684057,0.664212025860689,0.0459628543275798,"control>transient>paraquat",0.664212025860689,1
"ACT29822-1","ACT29822-1","2722",1.67482823717097,0.785685076451208,0.664468967720253,0.0459575565507056,"control>paraquat>transient",0.664468967720253,1
"ACT30841-1","ACT30841-1","3713",1.8441123027588,0.891449668257853,0.664725476987825,0.0459320691910942,"transient>control>paraquat",0.664725476987825,1
"ACT31001-1","ACT31001-1","3861",0.674792988051925,0.648761063520919,0.664981589352586,0.0458675508322566,"control>transient>paraquat",0.664981589352586,1
"ACT30084-1","ACT30084-1","2975",0.598708986574114,0.890962036340221,0.665237299452545,0.0458102875931226,"control>transient>paraquat",0.665237299452545,1
"ACT29240-1","ACT29240-1","2160",3.34098738926719,0.75285830782336,0.665492787789969,0.0455499025834947,"control>transient>paraquat",0.665492787789969,1
"ACT29647-1","ACT29647-1","2553",0.974261534331934,0.646336267353195,0.665747880087841,0.045487638721131,"control>transient>paraquat",0.665747880087841,1
"ACT28476-1","ACT28476-1","1414",0.946540325719111,0.685279989459477,0.666002610857426,0.0453874272032823,"control>paraquat>transient",0.666002610857426,1
"ACT30691-1","ACT30691-1","3571",2.41287173354322,0.362897705895573,0.666257033170904,0.0452280633446031,"control>transient>paraquat",0.666257033170904,1
"ACT29622-1","ACT29622-1","2528",4.81349912412469,0.777724255017373,0.666511043692604,0.0451870141787094,"control>paraquat>transient",0.666511043692604,1
"ACT28545-1","ACT28545-1","1476",3.6792243141489,0.843579182292884,0.666764708255848,0.0450723478988128,"paraquat>control>transient",0.666764708255848,1
"ACT28164-1","ACT28164-1","1102",30.6497441798358,0.80247400018138,0.667017949358857,0.0450469165189309,"transient>control>paraquat",0.667017949358857,1
"ACT27870-1","ACT27870-1","784",0.742513345222539,0.995492234338089,0.667270750947236,0.0450410414778661,"control>transient>paraquat",0.667270750947236,1
"ACT31164-1","ACT31164-1","4048",4.58595166862401,0.97060007221673,0.667523174821353,0.0449660325591421,"control>paraquat>transient",0.667523174821353,1
"ACT31301-1","ACT31301-1","4193",2.31083057378368,0.444366340304044,0.66777546553099,0.0446131254830149,"control>transient>paraquat",0.66777546553099,1
"ACT31067-1","ACT31067-1","3946",2.1113312723387,0.973380918708656,0.668027578511598,0.0443115106151896,"transient>control>paraquat",0.668027578511598,1
"ACT27671-1","ACT27671-1","591",0.39914361465777,0.692011552978515,0.66827929866899,0.0442562815889179,"control>transient>paraquat",0.66827929866899,1
"ACT29404-1","ACT29404-1","2318",0.265160351694425,0,0.668530579704862,0.0442551962939895,"paraquat>transient>control",0.668530579704862,1
"ACT28557-1","ACT28557-1","1486",0.397465723515135,0.731232093401212,0.668781482362514,0.0441858772838307,"transient>control>paraquat",0.668781482362514,1
"ACT27605-1","ACT27605-1","518",0.309241692441784,0.721336501625021,0.669032036321419,0.0440836807318399,"control>paraquat>transient",0.669032036321419,1
"ACT29539-1","ACT29539-1","2450",0.5704431154757,11.7717123258524,0.669282154335029,0.0440826020673717,"control>transient>paraquat",0.669282154335029,1
"ACT28242-1","ACT28242-1","1185",0.0397343317158915,0,0.669531886813725,0.0440249601224095,"control>transient>paraquat",0.669531886813725,1
"ACT29489-1","ACT29489-1","2399",4.94570738647421,1.05331221473893,0.669781255159957,0.0439438833656565,"control>paraquat>transient",0.669781255159957,1
"ACT28853-1","ACT28853-1","1785",0.998571963984535,1.87948574381306,0.670030372299249,0.0437340346542469,"transient>control>paraquat",0.670030372299249,1
"ACT28931-1","ACT28931-1","1862",0.116959140729465,0,0.67027907874913,0.0437085038873366,"control>paraquat>transient",0.67027907874913,1
"ACT31078-1","ACT31078-1","3957",0.175819821584606,0,0.670527354543878,0.0437072057011503,"transient>control>paraquat",0.670527354543878,1
"ACT30471-1","ACT30471-1","3348",0.619513173592432,2.59145072415706,0.670775224891738,0.0436781343745465,"control>transient>paraquat",0.670775224891738,1
"ACT30930-1","ACT30930-1","3797",0.927144766436466,0.448727202615537,0.671022680799155,0.043660657948901,"transient>control>paraquat",0.671022680799155,1
"ACT28718-1","ACT28718-1","1646",2.77521413204046,0.49082708777017,0.671269829372732,0.0435207167191849,"paraquat>transient>control",0.671269829372732,1
"ACT28739-1","ACT28739-1","1671",0.355576827751058,2.51975646854357,0.671516573568188,0.0434938806800129,"control>transient>paraquat",0.671516573568188,1
"ACT30958-1","ACT30958-1","3823",1.57323987214441,1.58200263536886,0.671762916036851,0.0434651901891475,"control>transient>paraquat",0.671762916036851,1
"ACT29085-1","ACT29085-1","2019",18.8254322362159,1.2162681528984,0.672008870381783,0.0434219525308929,"control>paraquat>transient",0.672008870381783,1
"ACT28867-1","ACT28867-1","1799",5.08023149164304,0.789483911931764,0.672254539427674,0.043260705431425,"paraquat>transient>control",0.672254539427674,1
"ACT29398-1","ACT29398-1","2312",6.58795081896355,0.798899310081147,0.672499823173337,0.0432163156027814,"transient>control>paraquat",0.672499823173337,1
"ACT27487-1","ACT27487-1","390",12.0540361379362,0.582289299762904,0.672744733821961,0.0431589137739196,"paraquat>transient>control",0.672744733821961,1
"ACT30235-1","ACT30235-1","3113",1.75152012121004,0.737583283784351,0.672989225394769,0.0431560585758961,"control>transient>paraquat",0.672989225394769,1
"ACT30023-1","ACT30023-1","2915",6.4628322691584,0.680445617141802,0.673233322145435,0.0431262535798776,"control>transient>paraquat",0.673233322145435,1
"ACT30299-1","ACT30299-1","3177",12.4597098566832,0.757678875516474,0.673477027228252,0.0430939614563254,"control>transient>paraquat",0.673477027228252,1
"ACT28612-1","ACT28612-1","1538",2.92845874551281,0.75507268296764,0.673720376552247,0.0430210103174825,"transient>control>paraquat",0.673720376552247,1
"ACT30846-1","ACT30846-1","3718",1.60861617706033,0.801223658196725,0.67396336468277,0.0429554632579064,"control>transient>paraquat",0.67396336468277,1
"ACT30459-1","ACT30459-1","3335",6.65532973346973,0.892784613022649,0.674205970825232,0.0429152670641636,"control>transient>paraquat",0.674205970825232,1
"ACT30754-1","ACT30754-1","3632",8.56564628183656,0.731436952409069,0.674448205367234,0.0428640841162955,"control>transient>paraquat",0.674448205367234,1
"ACT28480-1","ACT28480-1","1418",0.95871701059171,1.64590438055474,0.674690035543586,0.0428523184772349,"control>transient>paraquat",0.674690035543586,1
"ACT30064-1","ACT30064-1","2957",11.9894238376297,0.800960473220941,0.674931469320282,0.0428324457219956,"paraquat>transient>control",0.674931469320282,1
"ACT30953-1","ACT30953-1","3817",9.69426414803372,1.20019862294142,0.675172571427979,0.0427379625663227,"control>transient>paraquat",0.675172571427979,1
"ACT28608-1","ACT28608-1","1534",0.888921208503833,0.872411083226387,0.675413294539869,0.0426999414367921,"control>paraquat>transient",0.675413294539869,1
"ACT30616-1","ACT30616-1","3495",3.54670596936795,0.615933389014125,0.675653674658113,0.0426208267597728,"paraquat>transient>control",0.675653674658113,1
"ACT27693-1","ACT27693-1","608",7.7103098910135,0.75331405998289,0.675893647926293,0.0426177084992054,"paraquat>control>transient",0.675893647926293,1
"ACT29005-1","ACT29005-1","1936",1.14145700325834,1.10414453458637,0.676133340510257,0.0424675659162,"control>paraquat>transient",0.676133340510257,1
"ACT28140-1","ACT28140-1","1070",0.139553657738493,0.717135032958363,0.676372732780169,0.0423413500725747,"control>transient>paraquat",0.676372732780169,1
"ACT29130-1","ACT29130-1","2059",1.96943152106141,0.713207612523689,0.676611761123093,0.0422909075986515,"control>paraquat=transient",0.676611761123093,1
"ACT29612-1","ACT29612-1","2518",9.69895413255378,0.700527458508229,0.676850406373096,0.042264134372965,"control>paraquat>transient",0.676850406373096,1
"ACT28347-1","ACT28347-1","1284",11.6508688048802,0.652157490517559,0.677088755842219,0.0421355695311649,"transient>control>paraquat",0.677088755842219,1
"ACT29164-1","ACT29164-1","2091",7.21532125204004,0.800749619207966,0.677326739159123,0.0420909302109694,"control>transient>paraquat",0.677326739159123,1
"ACT28107-1","ACT28107-1","1035",15.361463572264,0.725055829098431,0.677564336011688,0.0420713779619399,"paraquat>transient>control",0.677564336011688,1
"ACT27721-1","ACT27721-1","635",5.38873800412951,0.539343615577021,0.677801555468447,0.0420422660986887,"transient>control>paraquat",0.677801555468447,1
"ACT30443-1","ACT30443-1","3318",2.29814395591548,0.605849753908844,0.678038383679124,0.0420306713012779,"control>transient>paraquat",0.678038383679124,1
"ACT27728-1","ACT27728-1","641",28.5142179220277,1.25028649832193,0.678274890745124,0.0419372501761078,"control>paraquat>transient",0.678274890745124,1
"ACT27170-1","ACT27170-1","88",7.78102051606124,0.716559068989155,0.678511012176173,0.041921213462507,"transient>control>paraquat",0.678511012176173,1
"ACT31228-1","ACT31228-1","4114",25.3478573015481,0.870650228453954,0.678746763759479,0.0418876100230284,"transient>control>paraquat",0.678746763759479,1
"ACT27333-1","ACT27333-1","241",4.35805143911354,0.712154860398642,0.678982184213328,0.0418091575216005,"transient>control>paraquat",0.678982184213328,1
"ACT28380-1","ACT28380-1","1319",9.4274912458638,0.669892085168452,0.679217258977386,0.0417489960853216,"control>transient>paraquat",0.679217258977386,1
"ACT29317-1","ACT29317-1","2230",0.981595024874971,0.813651101539589,0.679451975152695,0.0417052085804624,"transient>control>paraquat",0.679451975152695,1
"ACT28573-1","ACT28573-1","1501",0.465725795954382,0,0.679686463115957,0.0415073485658259,"control>transient>paraquat",0.679686463115957,1
"ACT28890-1","ACT28890-1","1823",0.840866056756141,1.01311986613799,0.679920689585044,0.0413498122006486,"control>paraquat>transient",0.679920689585044,1
"ACT29961-1","ACT29961-1","2852",1.50377355524389,2.28150167981403,0.680154555436157,0.0413112158888692,"control>transient>paraquat",0.680154555436157,1
"ACT29708-1","ACT29708-1","2611",29.4021077375201,0.851967875153652,0.680388044964226,0.0412924375778112,"paraquat>control>transient",0.680388044964226,1
