"","geneID","order","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACT31161-1","ACT31161-1",4045,2.13803680299918,1.00223342363523,0.562482573881014,4.2740289149727,0.118006631435886,0.337944215135694
"ACT31254-1","ACT31254-1",4140,4.96002616912989,0.549824240292561,0.421826278515563,4.29477014556024,0.116789153965974,0.337944215135694
"ACT31297-1","ACT31297-1",4189,7.31975675060745,0.485796385624343,0.313906990023037,4.27470475585679,0.11796676131967,0.337944215135694
"ACT31300-1","ACT31300-1",4192,0.996816653853828,-0.624645651487113,0.786083793426245,4.27061103440691,0.118208470138018,0.337944215135694
"ACT28707-1","ACT28707-1",1631,3.46498137668088,-0.868435325579353,0.480156640115813,4.26462663687987,0.118562703079593,0.33861315605693
"ACT27317-1","ACT27317-1",225,9.44928296344716,-0.0552737503454605,0.304779073409504,4.26225250364236,0.118703528474674,0.338671870501198
"ACT27806-1","ACT27806-1",718,2.08228482039659,0.447128294012374,0.622260709712927,4.25807943948041,0.118951465769569,0.338692950057742
"ACT29088-1","ACT29088-1",2022,2.53029450550201,-0.380973223154175,0.520451053038354,4.25986500407605,0.118845315398267,0.338692950057742
"ACT30680-1","ACT30680-1",3560,1.83561293946266,0.989974887472896,0.60707577755215,4.25562984000311,0.119097246751786,0.338765501871747
"ACT27655-1","ACT27655-1",575,1.17259157915932,0.743834044790484,0.906597856676023,4.2502533868512,0.119417837853323,0.339252324222994
"ACT31037-1","ACT31037-1",3906,42.6920009142797,0.101010516002027,0.124300369872445,4.24872147844214,0.119509341487645,0.339252324222994
"ACT28766-1","ACT28766-1",1697,1.01038340586463,-1.16111028340067,0.936306287978598,4.23622168079977,0.120258601741601,0.340942110435884
"ACT30544-1","ACT30544-1",3422,2.37462406730768,0.264485764947577,0.671309637734264,4.23475618169836,0.120346753470621,0.340942110435884
"ACT27809-1","ACT27809-1",721,20.3587487444336,0.377088258078974,0.185024974940314,4.23066486905981,0.120593193547273,0.341216350378221
"ACT28061-1","ACT28061-1",982,2.37265984414417,-1.09663965120532,0.652876761933312,4.22712098322263,0.12080706723263,0.341216350378221
"ACT29243-1","ACT29243-1",2163,4.50113253108811,-0.0104999821092122,0.357673711663201,4.22771091966771,0.120771438241706,0.341216350378221
