"","geneID","padj_DESeq2","padj_edgeR","padj_bayseq"
"88","ACT29432-1",0.000539849304426034,0.188066673211412,0.898790299527908
"89","ACT27403-1",0.0164453357591717,0.623607820683256,0.89959483970681
"90","ACT30849-1",0.00754286371773524,0.49755005981424,0.899230668311884
"91","ACT28536-1",0.00918021772642546,0.361142667704278,0.899059854795655
"92","ACT30841-1",0.0226626483347519,0.124243993868696,0.664725476987825
"93","ACT29691-1",0.140421327294352,0.035602676337633,0.113447146411873
"94","ACT28332-1",0.0395643156950976,0.00114164689456982,0.0650701233365533
"95","ACT30376-1",0.0055880145608428,0.000299198656628118,0.000249553501180292
"96","ACT28243-1",0.212722294179109,0.00849190475496684,0.176456158430879
"97","ACT27509-1",0.000116952225254926,6.62244883076673e-08,3.01663066017236e-05
"98","ACT27510-1",0.0801390593703007,0.000344021296785879,0.0392150619050292
"99","ACT28158-1",3.61496136010318e-09,6.09262722954997e-09,3.07178267358044e-06
"100","ACT28818-1",1.40131891907554e-05,6.21820711637136e-07,0.000138367446029063
"101","ACT30697-1",0.0940998436697452,0.00252996206014499,0.0746752022013088
"102","ACT29437-1",0.070272920009288,0.00807133167545868,0.0237187042976814
"103","ACT31081-1",0.030419203536318,0.0149145839864953,0.184205696991431
"104","ACT28839-1",0.0862397857704466,0.0175155502209541,0.166720575707352
"105","ACT27527-1",7.81382342035321e-05,4.16192939431849e-06,0.0010085322379861
"106","ACT27305-1",4.2226615536631e-05,3.58212776723442e-07,0.019541536672535
"107","ACT27154-1",0.0779115455974476,0.005677913055858,0.060190132991993
"108","ACT30844-1",0.000139649016914943,3.04793598445945e-08,0.000225346585843167
"109","ACT29864-1",0.0226626483347519,0.00184449371808887,0.0355570860559197
"110","ACT27528-1",0.0647321283089926,0.00646898462415368,0.014113527068186
"111","ACT27522-1",0.168270210333537,0.0282729166347735,0.137230102136408
"112","ACT29409-1",0.0055880145608428,5.39659241483597e-10,0.158289813541374
"113","ACT27865-1",0.210984859664194,0.0330702867829229,0.388235278705485
"114","ACT30888-1",0.000102360770025595,7.21318783658498e-05,5.87510261781295e-05
"115","ACT30472-1",0.0882866505725094,0.0115678323539562,0.131663863412515
"116","ACT28975-1",1.72502837393959e-08,3.04793598445945e-08,4.83379770665129e-05
"117","ACT31114-1",1.24584354408909e-05,6.24957250243192e-07,0.00453972057389541
"118","ACT27633-1",3.37280898132736e-05,2.35657393745235e-05,0.00428340558861631
"119","ACT30589-1",0.00256305623988562,0.000534756065509482,0.000493722177594268
"120","ACT30442-1",0.0557421334849195,0.0168449240933799,0.0258821346934759
"121","ACT27521-1",1.9883865630352e-06,2.39945939698351e-06,0.000313437959122006
"122","ACT28532-1",0.0292183798383128,0.00108773055240062,0.0887148447716241
"123","ACT29636-1",0.0108850890390714,1.98985418522577e-12,0.776400156775182
"124","ACT29195-1",0.384555405935844,0.0141918815321114,0.749369414415121
"125","ACT28120-1",0.357226018677435,3.22646324967064e-05,0.90052979210581
"126","ACT29831-1",0.631944498016959,0.00105641875106328,0.900482260455242
"127","ACT27711-1",0.703495565482305,0.00691836826236809,0.900766783637147
"128","ACT29928-1",0.149523148572121,0.0406714663944788,0.0676245833217667
"129","ACT28399-1",0.453952484989582,0.0281743715581894,0.763659781199274
"130","ACT30561-1",0.0201948706408033,0.00139407163535893,0.15921965551244
"131","ACT29558-1",0.0579414006231144,0.0281743715581894,0.066751089464094
"132","ACT29943-1",1.2526132624519e-11,7.14191196870119e-13,0.000272081987315598
"133","ACT30164-1",0.00905001099771414,0.00289830827527605,0.00401955037723352
"134","ACT27902-1",0.0125344657603229,0.0033726542708036,0.0280869526082767
"135","ACT28861-1",0.0166554062516571,0.00462995904456739,0.0322990847045449
"136","ACT29528-1",0.25922333818317,0.0492459252533113,0.343833615709412
"137","ACT29258-1",0.000956067984443854,6.92906132491789e-05,0.00110924464340767
"138","ACT27610-1",0.152930554469285,0.00448762676624008,0.71972181329857
"139","ACT28401-1",0.0546143422999908,0.00459439907670188,0.0316974082789465
"140","ACT28433-1",0.0804504121969903,0.0079685880685893,0.0348864823095258
"141","ACT29515-1",0.0752137240749223,0.0153566408813295,0.152690909074947
"142","ACT28031-1",0.00182389617587471,2.01614402719067e-05,0.00130711169755621
"143","ACT29664-1",0.0302155941724603,0.00940417118859278,0.0269593061125991
"144","ACT28032-1",0.0354520664381056,0.00257444175288509,0.0335714539575507
"145","ACT29371-1",0.00216075737427245,0.0441175899872744,0.234220609082646
"146","ACT31089-1",0.013140649333322,0.121748035983058,0.430709389259867
"147","ACT27158-1",0.00420054786437756,0.0102072350509244,0.0948277288398636
"148","ACT30211-1",0.0239524711497738,0.0955525485007001,0.313201695180446
"149","ACT29496-1",0.0395643156950976,0.170861252702513,0.513173690752418
"150","ACT29642-1",0.334439055017152,0.0106640089844614,0.310475364400393
"151","ACT29640-1",0.00345163878487558,0.000435360929240333,0.00623578453938482
"152","ACT27304-1",0.35194058426433,0.0242866168030876,0.46914655587575
"153","ACT30692-1",0.0138833093222141,0.00891634196035811,0.0137462569802454
"154","ACT31059-1",0.0175025962805443,0.0334699952073852,0.0182093858431188
"155","ACT28354-1",0.0222532758189714,0.0335332556162457,0.0102063001993557
"156","ACT29533-1",0.0238544163778953,0.0294603820658593,0.0445563535644914
"157","ACT28943-1",0.0395643156950976,0.0576548907667485,0.0570808052424124
"158","ACT27302-1",0.20535312241798,0.0244539481718901,0.261463530523876
"159","ACT30634-1",0.0945767943779523,0.0372728984187177,0.0930772999303763
"160","ACT30614-1",0.0940192468373776,0.0416067508404649,0.162944850011097
"161","ACT27303-1",0.0374288256382659,0.053385463986785,0.0808318674352709
"162","ACT30300-1",0.0462700874146816,0.0707799092844163,0.118872247776166
"163","ACT30962-1",0.0497756261735901,0.0778094203725296,0.0491852896288003
"164","ACT27954-1",0.0793000558811242,0.097199178879169,0.0484067281419007
"165","ACT28902-1",0.0365306999649275,0.0201127052507439,0.0148613718321791
"166","ACT29468-1",0.0107998033953706,0.00861638340768624,0.0124745395831016
"167","ACT29103-1",0.0156548939570329,0.01700191684036,0.0112080796738074
"168","ACT28576-1",0.0114276604155883,0.000714453990710489,0.000771161078307436
"169","ACT28629-1",0.0775652315646988,0.0410216356611717,0.0878406537948705
"170","ACT28106-1",0.00162656544034364,0.0206394846043603,0.21399413482141
"171","EBG00001118536-1",0.00172619864483905,0.00897669879063904,0.242095835538915
"172","ACT30664-1",0.0243300310681085,0.222977232411165,0.689014125063173
"173","ACT30076-1",0.0093695991389717,0.0970368248535201,0.450518861467072
"174","ACT29466-1",0.0111334917855764,0.142976602041716,0.585717230394642
"175","ACT30347-1",0.00196069839501543,0.00891634196035811,0.259530152476652
"176","ACT30417-1",0.0119938824565912,0.0725585715785161,0.371056902673315
"177","ACT31046-1",0.0193761522362537,0.241111613288164,0.701730103956945
"178","ACT27134-1",0.000903131297963043,0.0367077665057389,0.238166126697492
"179","ACT28906-1",0.0433710163535423,0.127844587716016,0.578597159609438
"180","ACT28247-1",NA,0.0215337048738758,0.228190869467637
"181","ACT27734-1",NA,0.0023542862321832,0.092206935247924
"182","ACT27372-1",NA,0.0236249718880755,0.314108354496484
"183","ACT29641-1",NA,0.00817184423529573,0.052361731846839
"184","ACT30150-1",NA,0.0376086007372393,0.235213025270697
"185","ACT27488-1",0.00633071744456593,0.005677913055858,0.0476286448714997
"186","EBG00001118568-1",0.0162139966377503,0.0869060204160744,0.328313345892197
"187","ACT29631-1",0.0187346445451471,0.137805507698764,0.425907502696386
"188","ACT27273-1",0.0055880145608428,0.0365716684695208,0.170597419307669
"189","ACT29541-1",0.0383916981048588,0.157817107401169,0.502086624985034
"190","EBG00001118603-1",8.90176238171623e-05,0.000309241915472419,0.00217489457349665
"191","ACT27128-1",0.028168586086843,0.0491993276567021,0.25466011295852
"192","ACT30438-1",NA,0.0064596129148725,0.012793770743495
"193","ACT29643-1",NA,0.0304571363683169,0.057868859872749
"194","ACT28936-1",NA,0.0201669588998778,0.0305022906159227
"195","ACT29554-1",NA,0.0370303203778418,0.12890284107295
"196","ACT27702-1",4.2226615536631e-05,4.43285330279205e-06,0.147924936390524
"197","ACT31048-1",3.48318295130546e-05,5.17602810694609e-08,0.126168997665538
"198","ACT31049-1",7.60872600478514e-05,1.33066388505991e-06,0.109822429111843
"199","ACT27992-1",0.00019500230472056,0.0262976138261917,0.733753280847448
"200","ACT30055-1",0.000812255958963608,0.301133693005979,0.894767989798338
"201","ACT29941-1",0.0410932800997034,0.372086317700552,0.896482583567318
"202","ACT27899-1",0.00379160410525422,0.0311185982185636,0.823068501139567
"203","ACT28229-1",0.0029947963866236,0.119165769595364,0.891604490475982
"204","ACT31271-1",0.0131897345198328,0.434712809759978,0.897245472418899
"205","ACT30583-1",1.89087976987943e-05,0.00904182056601118,0.570022904403597
"206","ACT31251-1",1.9920172567162e-05,0.0174684484163428,0.658458238739969
"207","ACT27435-1",0.0320091952668502,0.449346210645588,0.89620025366057
"208","ACT28887-1",0.000171132977952057,0.0101442498231689,0.410432134802114
"209","ACT28690-1",0.000430024194083445,0.0484523822117751,0.814160076820145
"210","ACT28449-1",0.0258502483314642,0.0615942515010192,0.885097525295353
"211","ACT27252-1",0.00456725399005569,0.225926272800835,0.895083404435688
"212","ACT27217-1",0.0119938824565912,0.0431030023250064,0.893327767818184
"213","ACT28468-1",0.0114276604155883,0.314631148802288,0.898023280611114
"214","ACT27414-1",0.00705793734619219,0.220327508508806,0.896610442951794
"215","EBG00001118687-1",0.0242159759832722,0.369921454078184,0.897973417217959
"216","ACT30419-1",0.00255030417010734,0.283043543938368,0.894978459663888
"217","ACT30747-1",0.0127935513352744,0.411050787337628,0.898494679816312
"218","ACT28852-1",0.00256305623988562,0.198330840603648,0.896712539828145
"219","ACT30655-1",0.0184770465536299,0.460776493629387,0.897798547084631
"220","ACT28095-1",0.00120872076136236,0.184882231141587,0.894238575847559
"221","ACT28721-1",0.0365306999649275,0.680780746283032,0.899303702815565
"222","ACT29473-1",9.02565430188682e-09,1.56928588194233e-05,0.143089628411072
"223","ACT29787-1",6.52947243184175e-05,0.0609422092835487,0.889604764268574
"224","ACT28324-1",0.0105636939563778,0.166887920732806,0.897194934301088
"225","ACT29956-1",5.38989662320259e-05,0.00131574918095456,0.760538758833276
"226","ACT29665-1",1.57629981072881e-07,8.9893527275998e-08,0.0799674966248826
"227","ACT28184-1",6.5900865519357e-06,0.0010814093335107,0.764682239854526
"228","ACT29106-1",6.55785570098238e-05,0.00190609521201525,0.788646900793549
"229","ACT31047-1",1.12776537262579e-05,5.36358091041096e-15,0.180340577696577
"230","ACT29105-1",1.83107906626001e-07,6.53822563496223e-07,0.102717110471931
"231","EBG00001118677-1",1.18500031004454e-08,4.83300764775036e-05,0.108018664537524
"232","ACT31249-1",8.78178695297056e-08,1.84879233398958e-07,0.0586476439927319
"233","ACT30585-1",3.02875064269555e-09,2.02298764429871e-08,0.0134267276416355
"234","ACT31280-1",3.81376130986484e-05,1.32487949616104e-09,0.13259913608501
"235","ACT27880-1",0.0628254618005547,0.0160005373129084,0.0531520646971862
"236","ACT29439-1",0.115268834515937,0.0204072685243456,0.16575067629542
"237","ACT29725-1",0.00079613298282936,0.000352847090370127,0.000344110683987488
"238","ACT29530-1",0.0110358540580965,0.00160917217317178,0.0144846186932244
"239","ACT28492-1",0.00118872899224239,6.09153743649458e-05,0.0165310436781727
"240","ACT28181-1",7.34882630370567e-07,4.16192939431849e-06,1.14687716812334e-06
"241","ACT27462-1",0.0068736595798571,0.00409499030679482,0.00322233558101877
"242","ACT31032-1",0.000957149217448881,0.00105641875106328,0.00295391728161628
"243","ACT29690-1",0.00278279006569714,0.00135866006143594,0.00142015936887011
"244","ACT29509-1",0.0171328773379837,0.00453649251006141,0.0869617597225796
"245","ACT30563-1",0.000332086038184495,0.0010350203174084,0.000544945738111185
"246","ACT30847-1",0.00120872076136236,0.000466962712634296,0.00059694515057418
"247","ACT30096-1",0.0736940477545023,0.00668778630355068,0.0507654390000542
"248","ACT28245-1",0.0730043420373277,0.0137763099062717,0.0625691950006614
"249","ACT29966-1",0.0980453990247941,0.0235153533539222,0.0499704518517725
"250","ACT27150-1",0.00617522382156629,0.00105641875106328,0.0329333718556364
"251","ACT30632-1",0.0873765830220197,0.0137763099062717,0.245027348373829
"252","ACT27502-1",0.0148517315204443,0.000681319388072395,0.0711089887719821
"253","ACT28010-1",0.166045726238619,0.0195385538412829,0.225184461402458
"254","ACT28180-1",0.0787443920729232,0.0155208967731596,0.183239166095107
"255","ACT28131-1",0.0680798643035901,0.0370303203778418,0.0555058476311448
"256","ACT30851-1",0.0887337360342698,0.0398196906817743,0.0719925030549863
"257","ACT29614-1",0.187425660097716,1.48214507653201e-05,0.237183602347493
"258","ACT30998-1",0.344458930716797,0.0276143678510668,0.445345017744789
"259","ACT29814-1",0.0108406934866543,0.00231397472744084,0.0152302348598807
"260","ACT28773-1",0.000102360770025595,0.000148887766687008,0.000443230460884573
"261","ACT30848-1",0.0197908483110359,0.00259956121010275,0.0362365214351235
"262","ACT27506-1",0.255705646229709,0.00424120397236263,0.187126875418854
"263","ACT30793-1",0.0184104540005293,0.00442367156940583,0.036977708865689
"264","ACT31052-1",0.0786733009337908,0.0273029787898439,0.0437836001217161
"265","ACT28703-1",0.169875824983144,0.0327691973762248,0.24307791029566
"266","ACT31273-1",0.0095779476340132,0.0145757216434364,0.0311038351715143
"267","ACT29023-1",0.0566312701639412,0.0204727482077682,0.19397324664461
"268","ACT27206-1",0.00277116511535225,0.00655729467314244,0.00249563345007444
"269","ACT28342-1",0.0497756261735901,0.0426796856798827,0.0633964308337274
"270","ACT27185-1",5.31059393879351e-06,6.09153743649458e-05,1.3889597976927e-05
"271","ACT30018-1",1.68125362552797e-05,6.53822563496223e-07,8.61029319458148e-05
"272","ACT28011-1",0.0218804114393511,0.00807133167545868,0.0248095743783313
"273","ACT29572-1",0.000355552220201491,6.89123619217621e-06,0.000914088666081994
"274","ACT31073-1",0.0225694409245124,0.00772323302403305,0.100117944186419
"275","ACT30803-1",0.0055880145608428,0.0016262934762916,0.00120756757238093
"276","ACT27467-1",0.148895920308275,0.0413917702138085,0.24888733401345
"277","ACT29076-1",0.0805742511665547,0.0175155502209541,0.329186425451089
"278","ACT31075-1",0.158829356255101,0.0370303203778418,0.194947665359742
"279","ACT30854-1",0.0971751981597836,0.00453649251006141,0.353897633942414
"280","ACT30901-1",0.0450733233292937,0.013832907788953,0.286499253751216
"281","ACT28620-1",0.277878427218556,0.000289854619526554,0.731458040141261
"282","ACT28367-1",0.0365306999649275,0.00125599526552205,0.042257184377982
"283","ACT27537-1",0.0960731505959865,0.00341680727653442,0.05942248133611
"284","ACT27479-1",0.00215037366937673,0.000435360929240333,0.0161022485172497
"285","ACT30977-1",0.00613048811734745,0.00348780551314285,0.00185018553493479
"286","ACT29273-1",0.0801390593703007,0.00739490752839776,0.0851969722533809
"287","ACT29669-1",0.0873765830220197,0.0255871096946917,0.204895226015668
"288","ACT29653-1",0.0298616911994943,0.000988683213647689,0.218085874278704
"289","ACT28779-1",0.0402961733087521,0.014533606434751,0.244054602937686
"290","ACT29471-1",0.0375671910282382,0.00930225989020015,0.105376711958011
"291","ACT27388-1",0.159387064217441,0.0484523822117751,0.247925815637117
"292","ACT29714-1",0.0365306999649275,9.55065003298463e-06,0.182275129486542
"293","ACT28989-1",0.499149338976213,0.00190609521201525,0.844651083079962
"294","ACT31277-1",0.000375571006425029,9.3123767618264e-07,0.00505024004819534
"295","ACT27508-1",0.000177680761240963,1.33066388505991e-06,9.74302835061428e-05
"296","ACT29272-1",0.00057003117216771,3.22154668638252e-06,0.00084103035711861
"297","ACT27151-1",0.127954895458325,0.0100217979710363,0.464299571825963
"298","ACT30451-1",0.0516565051209476,0.00683026142756554,0.0957043468954671
"299","ACT30186-1",0.0092482706205573,0.00114164689456982,0.018628126906327
"300","ACT27663-1",0.0504580451460588,0.0138135575569836,0.0539386110167875
"301","ACT30475-1",0.0579194046023994,0.0173342826554766,0.0384585884845521
"302","ACT31278-1",5.23322827270222e-05,4.41578917666469e-05,2.22428900083921e-05
"303","ACT30534-1",0.04318046220815,0.0108325460392144,0.00882883412470495
"304","ACT29942-1",0.0488484744539343,0.00176708611055992,0.119780986800876
"305","ACT27511-1",0.142164661860503,0.0224849350132244,0.0764588717163283
"306","ACT30003-1",0.0971751981597836,0.0215337048738758,0.0253441117848527
"307","ACT29727-1",0.118736510424622,0.047183017932046,0.0992496098284827
"308","ACT30220-1",0.00791867885755204,0.00745859634373663,0.00816011837316089
"309","ACT29668-1",0.0283976903831225,0.00817184423529573,0.0642362233881992
"310","ACT30448-1",0.0629438596167886,0.0331626728498938,0.0399833907171539
"311","ACT27743-1",0.123281175851057,0.0492459252533113,0.305005659984003
"312","ACT28912-1",0.0745221981816473,0.00891634196035811,0.175482010927142
"313","ACT28569-1",0.0714024092066367,0.031913332762126,0.142108102644112
"314","ACT29951-1",0.0234526401260294,0.00312436766863302,0.0190732390972141
"315","ACT30414-1",0.127954895458325,0.0345028585001943,0.121588342803533
"316","ACT27813-1",0.183338219425045,0.0483632897912814,0.210949211325364
"317","ACT30286-1",0.0020474050556085,0.00114164689456982,0.00848107566714432
"318","ACT28237-1",0.017230478063284,0.00138992915831106,0.103604142347546
"319","ACT29440-1",0.000264241272202012,3.67458039238197e-05,0.000182675960180473
"320","ACT29438-1",0.00183427369734084,0.000352295895248924,0.00783501009983954
"321","ACT28823-1",0.00190175379379355,0.000448236123020159,0.00688235946201806
"322","ACT31042-1",0.138371044816198,0.0204362281956895,0.150790003306974
"323","ACT29813-1",1.10928615567143e-05,8.76134301857731e-09,8.32305090033477e-06
"324","ACT27351-1",0.0404772582055024,0.00193035500441583,0.00751957877236619
"325","ACT31212-1",0.123281175851057,0.0330702867829229,0.0515651425705895
"326","ACT30541-1",0.000614917543353573,0.0317009274200064,0.654147186680916
"327","ACT27256-1",0.00777305745745488,0.0644719493886457,0.834054114895099
"328","ACT31086-1",1.22925808341529e-07,0.000710320996610571,0.117973972039112
"329","EBG00001118559-1",4.50801638726614e-07,0.00758861029576435,0.333534684182092
"330","ACT30904-1",0.00162238493456738,0.0610990400965593,0.739788664276198
"331","ACT31210-1",1.62752021375685e-05,4.19859755728706e-06,0.0453271106450222
"332","ACT31243-1",0.0109210131742996,0.281059653055719,0.892485616143086
"333","ACT27532-1",0.0242159759832722,0.470991138413639,0.895735271593045
"334","ACT30283-1",6.21307945009541e-05,0.0664080740465296,0.745856761410912
"335","EBG00001118589-1",0.00896405401463485,0.207084825684243,0.887924048126974
"336","ACT27382-1",0.000507181938532526,0.00485564396250885,0.282685994948068
"337","ACT27850-1",0.0226626483347519,0.144616218819595,0.609203824050273
"338","ACT30217-1",0.00816666655115898,0.177089864546419,0.793748171211701
"339","ACT30190-1",0.0184770465536299,0.143384311291661,0.653327232087569
"340","ACT28462-1",0.0387123596396978,0.0531233509323151,0.866450775350668
"341","ACT28256-1",0.00016438724456712,0.00369230509498662,0.315011980798558
"342","ACT31247-1",0.00870764552644219,0.0250069460805319,0.526850223227118
"343","ACT29625-1",0.000107830954929803,2.89564265306996e-05,0.219109741760993
"344","ACT28152-1",0.00268943062413096,0.0128790515890867,0.651675393265517
"345","ACT27560-1",0.00262708042051036,0.000836845546308864,0.0231629023213764
"346","ACT27505-1",0.000824367213832956,0.000172428365668609,0.000161415122111798
"347","ACT29598-1",0.0249804990484194,0.0065716096637628,0.0131106368444156
"348","ACT28857-1",0.0320091952668502,0.0215337048738758,0.0547211424070489
"349","ACT29034-1",0.0302838399032055,0.0200974730095837,0.0204941577378727
"350","ACT31040-1",0.0184770465536299,0.0170681179428678,0.00720533742819956
"351","ACT28368-1",0.020241854797521,0.00418996716520402,0.00348243088136526
"352","ACT30964-1",0.0343483469702193,0.050899771571411,0.0407437121388029
"353","ACT30852-1",0.135528921044526,0.0235621557256738,0.311387649326358
"354","ACT28908-1",0.0520758264847738,0.0149145839864953,0.0342247888620274
"355","ACT27525-1",0.00325375257180204,0.00208132547531528,0.00168438086660199
"356","ACT28836-1",0.0488484744539343,0.0655691639684672,0.0609634315059593
"357","ACT30170-1",0.101203243083513,0.000417006663849384,0.224184270960674
"358","ACT30853-1",0.0242159759832722,0.0178608064296277,0.00918070564205299
"359","ACT29726-1",0.0787443920729232,0.0376086007372393,0.082549788277219
"360","ACT30214-1",0.0341655712340231,0.00346672356997941,0.0105367814597734
"361","ACT28481-1",0.163634930445616,0.0173963247075253,0.189080566549587
"362","ACT30959-1",0.269537525775054,0.0178608064296277,0.306833011087525
"363","ACT27319-1",0.0101663868863072,0.00807133167545868,0.0200206471599998
"364","ACT30349-1",0.00645149638611104,0.00625279808042107,0.00271276808799898
"365","ACT28673-1",0.0308370373865202,0.0291041691610265,0.0974929965880776
"366","ACT31115-1",0.00252925964827295,0.00190609521201525,0.00479617389336895
"367","ACT29611-1",0.00646166720029811,0.000201064756407521,0.0095283880137963
"368","ACT29992-1",0.000325954406491153,0.00108773055240062,0.000706300185414827
