"","geneID","order","baseMean","logFC.Conditionparaquat","logFC.Conditiontransient","logCPM","F","PValue","padj"
"ACT29744-1","ACT29744-1",2649,1.13061754675885,1.20043280988092,-1.19167984309099,5.67319134645729,1.09253033575682,0.335373180904483,0.599188618554763
"ACT29795-1","ACT29795-1",2695,82.4733234131089,-0.816064684021075,-0.564005673054432,7.17103776781136,1.12795190356424,0.323702072996279,0.599188618554763
"ACT29810-1","ACT29810-1",2710,1.3556855996408,1.18523577448505,-1.20713895583473,5.67527103190611,1.09144615244126,0.335736971475638,0.599188618554763
"ACT29819-1","ACT29819-1",2719,85.0843226597952,1.17980960353628,-1.21230304943564,5.67591909641433,1.09093860686521,0.335907410636606,0.599188618554763
"ACT29871-1","ACT29871-1",2770,4.99006495621284,-1.55261556798001,-1.55261556798001,5.66953015912214,1.114552505524,0.328068519077144,0.599188618554763
"ACT29876-1","ACT29876-1",2774,51.0345342524199,-1.55828444678502,-1.55828444678502,5.67031172119163,1.11771786553772,0.327031742583373,0.599188618554763
"ACT29879-1","ACT29879-1",2776,8.20378555518693,-1.53975259310756,-1.53975259310756,5.66782702511873,1.10643196855583,0.330743363225604,0.599188618554763
"ACT29898-1","ACT29898-1",2788,4.20607762730717,-1.60465811819546,-1.60465811819546,5.67639688435587,1.14681457642203,0.322551468416973,0.599188618554763
"ACT29914-1","ACT29914-1",2802,34.3940082121427,-1.55331813909611,-1.55331813909611,5.6696594922812,1.11454325356475,0.328071554260387,0.599188618554763
"ACT29937-1","ACT29937-1",2828,0.17964967949044,-1.52391202617466,-0.691512019228046,6.34498735375309,1.0842657989464,0.338156273408644,0.599188618554763
"ACT29953-1","ACT29953-1",2844,0.233377391070486,-2.50563021102056,0.347408706120729,5.91404946295356,1.12769724786128,0.323784513120727,0.599188618554763
"EBG00001118533-1","EBG00001118533-1",2890,1.00622954692409,-1.54467989157819,-1.54467989157819,5.66847862876773,1.10956001653488,0.329710434807782,0.599188618554763
"ECBD_R0066-1","ECBD_R0066-1",2891,0.90710022310732,-1.54467989157819,-1.54467989157819,5.66847862876773,1.10956001653488,0.329710434807782,0.599188618554763
"ACT30016-1","ACT30016-1",2908,1.53099140265146,-1.38126997020073,-0.14944876817025,6.78012023156276,1.09043005409205,0.336078274810106,0.599188618554763
"ACT30053-1","ACT30053-1",2945,2.09234689501719,-1.3779142987125,-0.906880340469452,6.26635272198879,1.08025597699649,0.339514895284102,0.599188618554763
"ACT30114-1","ACT30114-1",2999,1.02473148869818,-0.767124469154704,-0.220778399904436,7.79153054928209,1.11433901653665,0.328138563092095,0.599188618554763
"ACT30125-1","ACT30125-1",3008,2.23974101419756,-1.58155948239103,-1.58155948239103,5.67337686744878,1.13233074028879,0.322551465196048,0.599188618554763
"ACT30154-1","ACT30154-1",3031,4.14068100131163,-1.38358646798564,-0.314330276894503,6.75529516049882,1.12932288281519,0.323258604119086,0.599188618554763
"ACT30182-1","ACT30182-1",3059,1.30763489321519,0.414599061263477,-0.277573892601678,8.03409128110907,1.10127260734421,0.332454137224281,0.599188618554763
"ACT30218-1","ACT30218-1",3095,2.00618262426071,1.14564285066524,-1.23560731911521,5.67869195741081,1.08427874640167,0.338151895324424,0.599188618554763
"ACT30249-1","ACT30249-1",3127,1.5737456470453,-1.6443623015219,0.127464080738807,6.48595209032492,1.0866985262185,0.337334659512416,0.599188618554763
"ACT30270-1","ACT30270-1",3148,2.21591703424374,-0.336470752204318,0.256458207910633,8.52136133482757,1.08320512692961,0.338515124239952,0.599188618554763
"ACT30309-1","ACT30309-1",3186,0.637391317308261,-1.60465811819546,-1.60465811819546,5.67639688435587,1.14681457642203,0.322551468416973,0.599188618554763
"ACT30325-1","ACT30325-1",3202,1.98388691340124,-1.54072456068211,-1.54072456068211,5.66795305695446,1.10708023711798,0.330529029710269,0.599188618554763
"ACT30368-1","ACT30368-1",3238,0.35887152870867,0.181078871871616,0.934120068896393,6.4621898570456,1.1308955259186,0.322750651442741,0.599188618554763
"EBG00001118654-1","EBG00001118654-1",3240,0.589778202484705,0.0256200794573098,-1.33666895860342,6.29145852765591,1.12968231824329,0.323142438566968,0.599188618554763
"ACT30371-1","ACT30371-1",3242,37.6191590979474,1.19395767582201,-1.18760707401041,5.67242087145444,1.08791188959198,0.33692561231956,0.599188618554763
"ACT30372-1","ACT30372-1",3243,31.4866500334866,-1.18251642086648,1.20380838319149,5.70911766370507,1.08166917303985,0.339035449481546,0.599188618554763
"ACT30383-1","ACT30383-1",3255,9.09847206060789,0.542415915041801,0.114565531344251,8.30845703492827,1.13223466892962,0.322318746930538,0.599188618554763
"ACT30425-1","ACT30425-1",3300,24.6262135145419,1.05978998671676,0.320131838506819,6.57604407724987,1.08245436613035,0.338769354809185,0.599188618554763
"ACT30439-1","ACT30439-1",3314,55.2290965140022,-0.134388422591373,0.158741915574724,10.646653888194,1.12887381463126,0.323403796668516,0.599188618554763
"ACT30504-1","ACT30504-1",3381,67.370454331237,-0.29771201809505,-0.124554178189096,10.3413563745945,1.13061462055022,0.322841323313819,0.599188618554763
"ACT30521-1","ACT30521-1",3400,32.6015360190568,0.57110357338851,0.0883438547643484,8.08843923403001,1.0972076154365,0.333808263750841,0.599188618554763
"ACT30544-1","ACT30544-1",3422,23.7188296189782,0.953102861800039,0.144781060415465,6.80869069739166,1.10124487357575,0.332463357235938,0.599188618554763
"EBG00001118696-1","EBG00001118696-1",3526,31.7520540165504,-1.20603585408822,1.22196263147444,5.71406136915856,1.10154691884077,0.33236295692623,0.599188618554763
"ECBD_R0079-1","ECBD_R0079-1",3527,13.9761653894725,-1.20603585408822,1.22196263147444,5.71406136915856,1.10154691884077,0.33236295692623,0.599188618554763
"ACT30663-1","ACT30663-1",3543,13.7156356200427,-1.53580727210003,-1.53580727210003,5.66730160619809,1.10396578991342,0.331560013386902,0.599188618554763
"ACT30673-1","ACT30673-1",3553,3.84240180907568,1.03492289336727,0.41665116828888,6.60115185895134,1.08070450459892,0.339362652847969,0.599188618554763
"ACT30708-1","ACT30708-1",3588,7.71673222261932,-1.07593199255198,-0.104885834009874,7.18987763877561,1.08761919047956,0.337024241175759,0.599188618554763
"ACT30713-1","ACT30713-1",3592,6.09947049544649,1.17559691023769,-1.21468122107673,5.67616923890747,1.08991131032531,0.336252652511534,0.599188618554763
"ACT30715-1","ACT30715-1",3594,4.60901625918577,-1.56277200716414,-1.56277200716414,5.67088806790764,1.12074484221302,0.326043356901473,0.599188618554763
"ACT30740-1","ACT30740-1",3619,15.1371458390716,-2.4658606376008,0.409991003692622,5.90924946636295,1.13661749544002,0.320909221640228,0.599188618554763
"ACT30777-1","ACT30777-1",3655,9.19672774887854,0.964066007451161,-0.227768924874738,6.55900034280245,1.10547012816069,0.331061627416465,0.599188618554763
"ACT30805-1","ACT30805-1",3684,45.5675372236967,-0.39530123775058,-0.869482520889784,6.88699393417298,1.08404594636896,0.338230623551317,0.599188618554763
"ACT30827-1","ACT30827-1",3703,3.45591354632652,1.1819598258719,-1.21015282710001,5.67560726832419,1.09109791737768,0.335853903169957,0.599188618554763
"ACT30884-1","ACT30884-1",3758,0.953297032539144,1.00124202695627,1.01164914935607,6.15302298204395,1.08839569660408,0.336762650398111,0.599188618554763
"ACT30909-1","ACT30909-1",3784,0.231991846939931,-0.60895093275041,-0.00572255695511999,8.32224788119517,1.09507969479712,0.334519312767172,0.599188618554763
"ACT30912-1","ACT30912-1",3787,0.467718240497929,-1.60645065320157,-1.60645065320157,5.67663228005117,1.1479060689433,0.322551469067074,0.599188618554763
"ACT30985-1","ACT30985-1",3848,3.81264436921235,-1.53580727210003,-1.53580727210003,5.66730160619809,1.10396578991342,0.331560013386902,0.599188618554763
"ACT31014-1","ACT31014-1",3880,3.6876866859302,-1.58460501577025,-1.58460501577025,5.67379682321117,1.13395088939371,0.322551467412767,0.599188618554763
"ACT31023-1","ACT31023-1",3890,4.48423847811014,-2.48869991819531,-0.831615114923168,5.84570126111262,1.12330103053719,0.325211022574733,0.599188618554763
"ECBD_R0096-1","ECBD_R0096-1",3917,2.20565725929085,1.19395767582201,-1.18760707401041,5.67242087145444,1.08791188959198,0.33692561231956,0.599188618554763
"ACT31054-1","ACT31054-1",3934,2.06563120012889,-1.55828444678502,-1.55828444678502,5.67031172119163,1.11771786553772,0.327031742583373,0.599188618554763
"ACT31057-1","ACT31057-1",3937,245.66820028689,1.21283850397447,-1.17743962733995,5.67131643072044,1.09285495993411,0.335264332104898,0.599188618554763
"ACT31108-1","ACT31108-1",3986,6.72397502925246,-1.55331813909611,-1.55331813909611,5.6696594922812,1.11454325356475,0.328071554260387,0.599188618554763
"ACT31139-1","ACT31139-1",4015,3.0205922246272,-0.339782419582668,-0.257938577386624,9.25245295196101,1.08061861749709,0.339391799974648,0.599188618554763
"ACT31148-1","ACT31148-1",4025,6.4872082135761,-0.329829558561241,-0.269635482965065,9.31092108554806,1.13042433605156,0.322902758653724,0.599188618554763
"ACT31155-1","ACT31155-1",4032,1.71630053563647,1.50380657984679,0.121489789453697,5.95012888749123,1.09853976145562,0.333363893933584,0.599188618554763
"ACT31233-1","ACT31233-1",4119,0.656383391916647,-0.862764872064518,0.214680841510075,7.32693633190171,1.09790139789998,0.333576761810865,0.599188618554763
"ACT31296-1","ACT31296-1",4188,2.92457689668914,-2.4741554736025,-0.813249633948408,5.84373886868321,1.10791365357142,0.330253685810986,0.599188618554763
"ACT28552-1","ACT28552-1",1482,2.31132273336037,1.17361473584995,0.956627470938455,6.09502923868726,1.07922311182926,0.339865737525257,0.599402167650548
"ACT28379-1","ACT28379-1",1318,5.5419975871399,-1.18211345248037,-0.650186741576999,6.6121429890546,1.07617916657695,0.340901810860251,0.600545761374609
"ACT28489-1","ACT28489-1",1427,1.13433912892326,0.621290925708529,-0.163028443983097,7.50719692292865,1.07605827735359,0.340943023298844,0.600545761374609
"ACT30979-1","ACT30979-1",3842,0.726399597176848,-2.43632792084439,-0.78458368617782,5.8376867849636,1.07656457176325,0.340770455335924,0.600545761374609
"EBG00001118661-1","EBG00001118661-1",558,25.6876512967556,-1.19576197965988,1.18949422231626,5.71076947441626,1.07359266354705,0.341784665569157,0.601010649263539
"EBG00001118582-1","EBG00001118582-1",1655,11.6463386332119,1.68837411591315,0.104741032751188,5.78458233918574,1.07411019169397,0.341607834172935,0.601010649263539
"ACT29159-1","ACT29159-1",2086,26.1773856650532,-0.220828676410097,-0.804008770545601,7.09816115491311,1.07319012838101,0.341922268921652,0.601010649263539
"ACT29994-1","ACT29994-1",2884,0.77129164080635,0.996078824065119,0.224722522611952,6.69725634244597,1.07367199117456,0.341757554601675,0.601010649263539
"ACT30296-1","ACT30296-1",3174,0.816344494441605,-1.62799440549844,-0.483413356983297,6.4120466212343,1.0746349647922,0.341428620709722,0.601010649263539
"ACT28168-1","ACT28168-1",1106,1.14863718082126,1.6852436917706,0.0988623111898157,5.78530005402917,1.07210597585746,0.342293153197132,0.601410931234274
"ACT28491-1","ACT28491-1",1429,2.73461699295443,0.467845133814347,0.619355739087246,7.24969943977201,1.07101432019371,0.342667010766446,0.601816100430535
"ACT28786-1","ACT28786-1",1717,1.49275756702091,0.116724388946085,0.252122208775215,10.2429223147,1.0698886402496,0.343052948216213,0.60199708600423
"ACT31080-1","ACT31080-1",3959,0.23159437722634,-0.307735716898097,-0.526713056624857,7.9117501996286,1.06987782339093,0.343056658865538,0.60199708600423
"ACT29299-1","ACT29299-1",2210,1.1550322853189,0.187866887641472,-1.12383964835768,6.41679352461067,1.06897777227371,0.343365555900743,0.602228512270486
"ACT29305-1","ACT29305-1",2217,20.4216824889413,-1.64267544276565,0.102046822077808,6.48187523082447,1.06865835188984,0.34347524765534,0.602228512270486
"ACT30358-1","ACT30358-1",3228,2.15739105627606,-0.462083815065046,-0.483107380598342,7.84709292593353,1.06758366159766,0.343844563063908,0.602373231622801
"ACT30466-1","ACT30466-1",3342,3.91170733849026,-2.63609455394814,-0.286659249152061,5.9061802605152,1.0677119905416,0.343800442180365,0.602373231622801
"ACT28003-1","ACT28003-1",927,8.11139711202548,-2.63364830891938,-0.284219715188231,5.9058368051711,1.06606633760219,0.344366664990826,0.602728800273095
"ECBD_R0030-1","ECBD_R0030-1",1274,26.8010924897449,-1.21055268686298,1.17470351511316,5.71273177555168,1.06574323317278,0.344477945597644,0.602728800273095
"EBG00001118682-1","EBG00001118682-1",1275,7.10152009148989,-1.21055268686298,1.17470351511316,5.71273177555168,1.06574323317278,0.344477945597644,0.602728800273095
"ACT30098-1","ACT30098-1",2989,17.8775389760413,-1.18131980490426,-0.205608424239428,6.98331461094797,1.06286600547005,0.345470480748566,0.604070355507934
"ACT31010-1","ACT31010-1",3876,19.1640319288335,1.67124686200035,0.0754535139835479,5.78772590731222,1.06268716142524,0.345532269527628,0.604070355507934
"ACT27253-1","ACT27253-1",164,11.32730846044,-0.225574793673528,0.29582815269521,8.67351053333691,1.06162788733732,0.345898464478558,0.604459005521807
"ACT29202-1","ACT29202-1",2125,5.33846598411006,-2.62487821950459,-0.242510652619873,5.9061809492978,1.05761987944661,0.347287563437299,0.605947436340276
"ACT30322-1","ACT30322-1",3199,2.1510335657273,-2.62721180688977,-0.240440278533378,5.90668102139713,1.05870218132351,0.346911909393895,0.605947436340276
"ACT30633-1","ACT30633-1",3512,7.02525894342517,-0.494846025140573,-0.257627443300914,8.52676467070492,1.05750584659453,0.34732716655734,0.605947436340276
"ACT30833-1","ACT30833-1",3709,2.88510048363886,-0.879426670471845,-0.428422135333887,7.22954515558197,1.05759551940056,0.34729602319741,0.605947436340276
"ACT27218-1","ACT27218-1",134,5.74273752979502,-2.62237153985295,-0.205630719349182,5.90741957206036,1.05413716862603,0.348499133539803,0.606480886495738
"ACT27266-1","ACT27266-1",175,0.400012241778767,-2.61746679554681,-0.268085330445828,5.90342875949211,1.05481489163207,0.348263035574563,0.606480886495738
"ACT28076-1","ACT28076-1",997,0.418003862098531,1.65531152286981,0.0363885294526222,5.78709195167984,1.05602115431483,0.347843206197304,0.606480886495738
"ACT28471-1","ACT28471-1",1409,4.35400510798117,0.90460932531688,0.362528537899187,6.859661327549,1.05502066143614,0.348191383329181,0.606480886495738
"ACT28550-1","ACT28550-1",1480,4.33983056608816,-2.62321732957119,-0.202978381929443,5.9076994576342,1.05452690514794,0.348363341706832,0.606480886495738
"ACT31053-1","ACT31053-1",3933,1.71594133661429,0.229379696609107,-0.995045826824688,6.56181031075003,1.05425195324791,0.348459134832494,0.606480886495738
"ACT28477-1","ACT28477-1",1415,2.24368606971727,0.42717946477284,-0.695879911198496,6.8670164146704,1.05342022761822,0.348749068084135,0.606664527959194
"ACT27211-1","ACT27211-1",127,0.305773293533396,-2.6150970961574,-0.265725415144895,5.90292969053786,1.05262182058427,0.34902761366541,0.606897766973669
"ACT28531-1","ACT28531-1",1462,1.12389993503563,-0.0405839652202205,-0.534945842650151,7.94287691562771,1.05076431785765,0.349676514230432,0.607399980446664
"ACT29235-1","ACT29235-1",2155,7.17621912797641,-1.18251642086648,1.16314957722152,5.70723837948096,1.0501403107027,0.349894775691723,0.607399980446664
"ACT29803-1","ACT29803-1",2703,28.4496423237477,-0.946355625581038,-0.915142674855987,6.4820208670728,1.05085832133082,0.349643646064686,0.607399980446664
"ACT30678-1","ACT30678-1",3558,2.39953916004419,0.922187930219979,0.560010439430506,6.68059179109305,1.05025754291859,0.349853760523141,0.607399980446664
"ACT30610-1","ACT30610-1",3489,1.87656962393452,-0.394508714377269,0.0147036323714122,9.31103965752347,1.04860733018109,0.35043155101783,0.608080522852501
"ACT29908-1","ACT29908-1",2797,5.01157835791864,-1.18657779367404,1.15908820441396,5.70776247349296,1.04795905843308,0.350658791980441,0.608223610697702
"ACT28396-1","ACT28396-1",1335,2.60799647388909,-1.52179232478463,0.280970904769206,6.44442092483236,1.044563771086,0.351851363153877,0.609895296237023
"ACT31214-1","ACT31214-1",4096,4.52251687877835,-0.397572643245367,-0.138650355997131,9.33335401962759,1.04438881499731,0.351912925036549,0.609895296237023
"ACT27940-1","ACT27940-1",858,43.9803518319321,-0.88495425453394,-0.0123921249647349,7.48568725494368,1.0430683207149,0.352377915579639,0.610197701298461
"ACT29383-1","ACT29383-1",2297,10.5138367458608,-0.400573438298413,-0.0473833424829412,9.36913924215081,1.0434014143861,0.352260564157266,0.610197701298461
"ACT27165-1","ACT27165-1",83,2.41201607578195,-0.709598943647444,0.0805314296980202,7.81185830952725,1.03907067166724,0.353789371554152,0.610643862981196
"ACT27187-1","ACT27187-1",105,7.67577365469181,-0.463019854571394,-0.532631917444604,7.65331085737166,1.04122458054672,0.353028186669774,0.610643862981196
"ACT27877-1","ACT27877-1",791,23.1395764550614,-0.790625903067597,-0.539012813800043,7.15348277405177,1.04003390595383,0.353448764807535,0.610643862981196
"ACT29804-1","ACT29804-1",2704,54.3198043605248,-0.196388476349783,0.332896583796295,8.49952846500185,1.04001681730354,0.35345480462211,0.610643862981196
"ECBD_R0055-1","ECBD_R0055-1",2822,3.34719073981087,-1.20089139671363,1.14477460137438,5.70964347766166,1.04042154944157,0.353311783769687,0.610643862981196
"EBG00001118671-1","EBG00001118671-1",2823,3.87503331715579,-1.20089139671363,1.14477460137438,5.70964347766166,1.04042154944157,0.353311783769687,0.610643862981196
"ACT30079-1","ACT30079-1",2971,21.396618716284,-1.05265739437127,-0.162379176542446,7.1703588711955,1.03947521870323,0.353646280777792,0.610643862981196
"ACT31242-1","ACT31242-1",4128,5.09964813332964,-0.626511552665814,-0.110406211438202,8.23007577908116,1.03904509530059,0.353798420018146,0.610643862981196
"ACT30427-1","ACT30427-1",3302,12.0018669665197,-1.09475567978151,0.64035019589256,6.31129964131293,1.03791042011772,0.354200080900682,0.611086053332141
"ACT31091-1","ACT31091-1",3970,6.44738490696345,-0.107883228935515,-0.308715867811123,9.54328622837958,1.03627146465866,0.354781055899709,0.611837116516699
"ACT29349-1","ACT29349-1",2262,3.86423827425023,-0.925761952063593,0.214961241786561,7.15552613252255,1.03377763657672,0.355666893864699,0.613113098533279
"ECBD_R0005-1","ECBD_R0005-1",450,45.6570542364901,1.44613911935407,0.565760405803132,5.98594049800275,1.03319319988383,0.355874812579671,0.613211126962993
"ACT29419-1","ACT29419-1",2335,184.381602541963,-0.162623041973178,0.912484443613674,6.34327303242885,1.032797386247,0.356015695944475,0.613211126962993
"ACT27892-1","ACT27892-1",806,27.7597706678063,-0.754469415415663,0.0615003953131979,7.71619566664559,1.0312714758719,0.35655934085264,0.613622084922684
"ACT30676-1","ACT30676-1",3556,11.9452483736757,0.712320986561252,0.424919665423284,7.25030991343069,1.030925189922,0.356682829681442,0.613622084922684
"ACT31084-1","ACT31084-1",3963,33.490106209796,-0.0837290258449623,-0.649578733083425,7.47576822213887,1.03089811837731,0.356692485451367,0.613622084922684
"ACT29328-1","ACT29328-1",2241,6.211476665832,0.575339001638798,1.1200478488267,6.10473855249644,1.0286521942654,0.357494463747627,0.614749996808752
"ACT27110-1","ACT27110-1",29,19.4725662240255,-1.22467307925693,1.12099291883108,5.71270238236595,1.02803071021288,0.357716702654094,0.61488046966033
"ACT28942-1","ACT28942-1",1873,24.6363832920262,-0.913050199503669,0.360296910787651,6.91769037679744,1.02759052263764,0.357874194624953,0.614899587574408
"ACT28272-1","ACT28272-1",1212,22.6412069448315,-1.6641981223183,-0.266694399166864,6.44397475312503,1.02667589349124,0.358201655848944,0.615210611701314
"ACT28277-1","ACT28277-1",1216,11.5319585418487,-0.498935033043484,-0.355128017819464,8.16086217890037,1.02602598427428,0.358434522483914,0.615358982000378
"ACT28833-1","ACT28833-1",1764,9.43230791273301,-0.454955652478577,-0.270007281401369,8.61976595963497,1.02334912174427,0.359395256484357,0.616756320461922
"ACT27456-1","ACT27456-1",359,20.9032610392466,-0.569337418834346,-0.248707302086658,8.23428783777365,1.02229010656103,0.359776050754005,0.617157692616405
"ACT27301-1","ACT27301-1",210,8.40804063947009,-0.0785266756468478,0.686914477852794,6.93303895360909,1.02001598234372,0.36059513062929,0.618310262764753
"ACT28036-1","ACT28036-1",958,6.81258007743268,0.413289816222119,-0.57665246202755,7.09439577219004,1.01652312923893,0.361856797802307,0.619947991377158
"ACT29168-1","ACT29168-1",2095,1.37032900902616,-0.114045412280132,-0.343117019782145,9.15443521580677,1.01652530141193,0.361856011812953,0.619947991377158
"ACT30775-1","ACT30775-1",3653,0.93197912668735,0.996858554420648,0.703831655496843,6.41286250952073,1.01614690174867,0.361992959497302,0.619947991377158
"ACT27567-1","ACT27567-1",479,1.64314947815405,0.456369756582572,0.263020509428905,8.44912594096565,1.01462739982534,0.362543408854768,0.620637677505657
"ACT28064-1","ACT28064-1",985,1.59434116530141,-0.091412973661205,-0.754100745651158,7.15614169248278,1.01213250830044,0.363449015431138,0.621934547383385
"ACT29397-1","ACT29397-1",2311,0.23081356546785,0.456668284972848,-0.473689320557455,7.25283884293745,1.01061879526044,0.363999571859675,0.622369638332314
"ACT30506-1","ACT30506-1",3384,1.03363280269119,-0.675798358515374,-0.345198593221443,7.70825984723985,1.01087326696168,0.363906959024521,0.622369638332314
"ACT27562-1","ACT27562-1",474,0.765662154036672,-0.896056319755322,-0.678306837389501,6.76452322737886,1.00867257803441,0.364708661171306,0.622568502877146
"ACT29219-1","ACT29219-1",2139,0.306500528346182,-1.27410523488551,0.120871028855184,6.75810140992912,1.00930677034714,0.364477446471417,0.622568502877146
"ACT30876-1","ACT30876-1",3750,0.295798465896671,-0.277118061646959,0.0778026810620763,9.87033678886548,1.00922005153053,0.36450905388225,0.622568502877146
"ACT31162-1","ACT31162-1",4046,0.95412302021354,-0.727447706939623,-1.46352394057069,6.02265657395757,1.00879167882277,0.364665228059287,0.622568502877146
"ACT27642-1","ACT27642-1",561,1.47829621990414,0.162375440175965,-0.0772062113807928,11.207264925313,1.00732050384425,0.365202092055438,0.6231575908712
"ACT28155-1","ACT28155-1",1085,2.09447851394974,-0.473241352706432,0.0288855136329144,8.75032267733427,1.0052639165603,0.365953910847814,0.623174859939873
"ACT29372-1","ACT29372-1",2286,3.66459737281571,-0.709417546642153,0.332659354938111,7.24850779765806,1.00571088559242,0.365790382549866,0.623174859939873
"ACT30054-1","ACT30054-1",2946,1.69737458091887,0.281738543990605,-0.426614205208593,7.81710080893822,1.00548083422703,0.365874540120749,0.623174859939873
"ACT30262-1","ACT30262-1",3140,6.00364162490131,0.177771253474909,-1.2395577174144,6.24239955308873,1.00639075788549,0.36554178425869,0.623174859939873
"ACT31157-1","ACT31157-1",4041,14.6947612792785,0.291667629663442,-0.284321973080289,8.39463923603343,1.00594614135071,0.365704341124051,0.623174859939873
"ACT27412-1","ACT27412-1",318,1.44538007110489,-0.589105682619619,-0.453715485532563,7.62508704561476,1.00397147119413,0.366427176963437,0.623222903005424
"ACT27489-1","ACT27489-1",392,45.9711371429506,-0.34022840129734,1.01796296084574,6.08363224010931,1.00408335430106,0.366386183552002,0.623222903005424
"ACT30557-1","ACT30557-1",3436,14.8538956275994,-0.0509197792268525,-0.421161203830012,8.53746297508004,1.00422310478121,0.366334986116123,0.623222903005424
"ACT27754-1","ACT27754-1",666,4.71642683711764,-0.610606864869048,-0.165083577445379,8.19972879940886,1.00330185831262,0.366672615668377,0.623387963748624
"ACT27403-1","ACT27403-1",309,1.64324731947958,0.172717407811613,0.249014665443408,10.0412920318696,1.00254460304721,0.366950376750538,0.623607820683256
"ACT27744-1","ACT27744-1",657,4.83662309842579,-0.367403495722936,0.0791510461582891,9.18118420189536,1.0015995410746,0.367297320478998,0.623945023587656
"ACT29806-1","ACT29806-1",2706,3.07508462917116,-0.304003242874059,0.642436022602146,6.86459970319562,0.999796629399245,0.367960101344234,0.624818264247019
"ACT28015-1","ACT28015-1",939,0.534443407644868,0.322714965087366,0.150089753952057,9.64988255335928,0.998505034689381,0.36843564862531,0.625120419981797
"ACT30236-1","ACT30236-1",3114,0.531103644678036,-0.706603129592419,-0.431702579524466,7.44461377617605,0.99851187419348,0.368433128796655,0.625120419981797
"ACT31263-1","ACT31263-1",4155,0.644460677133385,-0.0627517045707562,0.252335091509557,9.63244161934656,0.997261980014092,0.368893904526882,0.625645253499165
"ACT29740-1","ACT29740-1",2645,11.4141181376973,-1.03202731772988,-0.151058192651348,7.15912756213686,0.995981552943954,0.3693665338375,0.626194030932743
"ACT29990-1","ACT29990-1",2880,4.6428766471029,-1.10363537811188,-1.11306453405207,6.15677616554271,0.99514107643352,0.36967709841267,0.626467725063181
"ACT30331-1","ACT30331-1",3208,6.31246608439929,0.831963391453372,1.36479010708088,5.82249124180609,0.994117066503366,0.370055833357565,0.626856675780294
"ACT27116-1","ACT27116-1",36,4.06081715154554,0.163364405293748,-1.45356173192257,6.04447360015082,0.993386042058101,0.370326443582066,0.626949331031741
"ACT29662-1","ACT29662-1",2568,13.1383683363146,-0.381115953777466,-0.0529819220859554,9.43868262886441,0.993163111429014,0.370409007288927,0.626949331031741
"ACT30429-1","ACT30429-1",3304,25.0752475469702,0.0196919746398549,-0.267791728625264,9.77405687661631,0.991873955093177,0.370886815274508,0.627505240019415
"ACT28425-1","ACT28425-1",1364,23.6930697390279,-0.334004819207416,-0.419768367404086,8.2450369015265,0.990196572610566,0.371509436778799,0.628052774208343
"ACT28568-1","ACT28568-1",1496,0.897086133220151,0.270584560375005,0.907012957310975,6.4168340874007,0.990496106193444,0.371398177387036,0.628052774208343
"ACT29719-1","ACT29719-1",2622,7.88226000246836,-0.640430058519834,-0.500240167341329,7.38922403843989,0.989609112649377,0.371727740955632,0.628169042540068
"ACT27652-1","ACT27652-1",572,8.72532650390374,-1.03354349300043,-0.758329599492979,6.53256675263168,0.988043837170817,0.372310034604736,0.628900062474667
"ACT29455-1","ACT29455-1",2370,1.91081436170074,-0.862899030956871,-0.534953092935214,7.00021898305206,0.987623251206099,0.372466651002547,0.628911736680747
"ACT28281-1","ACT28281-1",1220,1.73944105786023,-0.667238127545367,-0.629489283547364,7.07783792281701,0.98284079282011,0.374252167604807,0.63131297784121
"ACT30085-1","ACT30085-1",2976,0.18375509054662,-1.28450963306617,-0.353404738870094,6.69837323044392,0.982607214098006,0.374339592430958,0.63131297784121
"ACT30454-1","ACT30454-1",3330,0.237501150789395,-0.915847438344286,-0.894511902909223,6.4619739625259,0.983195306470782,0.374119517755686,0.63131297784121
"ACT27486-1","ACT27486-1",389,0.233712330633144,0.307240612282836,-0.346196499887999,8.03365342716152,0.981480451593047,0.374761608805649,0.631771074876617
"ACT30758-1","ACT30758-1",3636,1.98182315406461,-0.222760898499005,-0.809586909578287,6.95574905992669,0.980848958977456,0.374998335360061,0.631916569132619
"ACT27422-1","ACT27422-1",328,1.74799678308224,-0.415168003565653,-0.00952018214885714,9.12137698457914,0.977172813509055,0.376379377780248,0.633735377176282
"ACT30007-1","ACT30007-1",2899,15.7172627554501,-0.162950709086058,-0.450343701183591,8.29798389087997,0.977231248154025,0.376357385509583,0.633735377176282
"ACT28427-1","ACT28427-1",1366,28.8332095955441,-0.301783875469124,0.532667874770523,7.20719213506367,0.976125166586255,0.376773884864496,0.634145468876501
"ACT27639-1","ACT27639-1",555,2.66308690627568,0.476879709819933,0.557210970124351,7.336849665308,0.973002701952607,0.377952150138274,0.635873841702398
"ACT27759-1","ACT27759-1",673,8.81703053345855,-0.847150860979887,0.768809143546942,6.22573949706235,0.968284847013809,0.379739431247581,0.636258085923115
"ACT27856-1","ACT27856-1",770,3.77749704571356,-0.939760873120471,0.145172663545397,7.15103176061402,0.9676685536043,0.379973527092927,0.636258085923115
"ACT27985-1","ACT27985-1",909,1.23211895385463,-0.218219438779793,-0.888911564336307,6.79100733308963,0.968960682061374,0.37948288461928,0.636258085923115
