"","geneID","order","baseMean","logFC.Conditionparaquat","logFC.Conditiontransient","logCPM","F","PValue","padj"
"ACT27196-1","ACT27196-1",114,3.56915142450562,-0.660830126488406,-0.903377841286745,8.34175055122821,4.37230625520412,0.0126259266300986,0.110503162027176
"ACT28733-1","ACT28733-1",1665,5.27332959588653,-0.254123770108146,-1.04805914972911,8.21542901749019,4.34970230873107,0.0129145319768975,0.112794072421926
"ACT28723-1","ACT28723-1",1651,12.8615861879249,-0.386584719180788,0.10007065512754,11.3595947328375,4.3425962512779,0.0130066174757991,0.113127950343338
"ACT30759-1","ACT30759-1",3637,18.5470273292207,0.406602037255419,-2.67265468441116,6.55704635406228,4.34309322079389,0.0130001560797072,0.113127950343338
"ACT27801-1","ACT27801-1",713,29.1969485231881,-2.95055876584263,-0.284531545560039,7.18054901779657,4.33950837266041,0.0130468368547545,0.11324330914633
"ACT28016-1","ACT28016-1",940,8.03438196073618,-0.600462990215752,-0.341317150929692,10.0935947031768,4.33561382996583,0.0130977403687747,0.113286639567153
"ACT31211-1","ACT31211-1",4093,2.00207083558714,-1.00543028859934,-0.234650329511864,8.99522347492714,4.33500147715862,0.0131057621589232,0.113286639567153
"ACT28099-1","ACT28099-1",1027,2.26149854487768,0.625447486207133,0.118969684260621,9.83775319516591,4.32356440624222,0.0132564932974982,0.114119935128668
"ACT29906-1","ACT29906-1",2795,3.9988598584174,-1.2834451314931,-0.733146543901055,7.96064461643155,4.32539247188037,0.0132322850141688,0.114119935128668
"ACT29176-1","ACT29176-1",2100,4.54095633194353,-1.54108282293374,2.23447240925852,5.88530081709829,4.30115936455928,0.0135568162911146,0.115613484936603
"ACT29520-1","ACT29520-1",2430,1.51629049947539,-0.623247332829059,-0.243643934883576,10.2029286641621,4.30036482026462,0.0135675905912272,0.115613484936603
"ACT29938-1","ACT29938-1",2829,58.6805363627186,-1.38227107606619,-2.25105248129046,6.61508290402889,4.30443363187217,0.0135125062828137,0.115613484936603
"ACT30132-1","ACT30132-1",3014,43.9486827970435,-1.07375295130253,-0.678943062082342,8.28562940475991,4.30557408357414,0.0134971068089683,0.115613484936603
"ACT30188-1","ACT30188-1",3065,10.7968199381796,-1.04565012823874,-1.16339981203198,7.59651165951315,4.30301044312291,0.0135317481905947,0.115613484936603
"ACT27766-1","ACT27766-1",680,4.91324443810373,-4.56333392764896,0.175765918787647,6.75278166478068,4.29293991178036,0.0136686897846362,0.116239201994447
"ACT27972-1","ACT27972-1",890,9.75512666960273,-0.900612489598734,-0.22611664656487,9.23166952209387,4.27139909396505,0.0139662777346799,0.11712005585091
"ACT28259-1","ACT28259-1",1200,1.69586894790185,-0.217596531423831,0.305982059946605,10.9080498750233,4.27131701655543,0.0139674239422294,0.11712005585091
"ACT28593-1","ACT28593-1",1521,7.64048732171384,-0.997490647713588,-0.511563047607797,8.67502284299234,4.27472913513364,0.0139198530918675,0.11712005585091
"ACT29827-1","ACT29827-1",2727,214.208021699284,-1.79567268034112,-0.648634454288152,7.6007218409691,4.27416934469762,0.0139276464163325,0.11712005585091
"ACT29844-1","ACT29844-1",2744,19.2471054038821,-1.40485354306546,-0.152043537318041,8.2925818450486,4.27550067940656,0.0139091189068911,0.11712005585091
"ACT30869-1","ACT30869-1",3743,7.27844490276037,-0.175657705140688,-0.635321967269621,9.59603712646404,4.2714287989629,0.0139658629288252,0.11712005585091
"ACT31037-1","ACT31037-1",3906,1.54781554917307,-0.545294899258261,-0.0842309611177342,10.708953131112,4.27572656783842,0.013905977778874,0.11712005585091
"ACT27156-1","ACT27156-1",74,3.62394090947529,-0.947509211416653,-0.726494551925379,8.3558778618107,4.26655199948006,0.0140341287165168,0.117444969597783
"ACT28139-1","ACT28139-1",1069,4.8873056322314,0.440022001091033,0.193390615196392,11.3834365814884,4.25497736333989,0.0141974901596164,0.118106249822869
"ACT28165-1","ACT28165-1",1103,1.65246395791889,0.845972293724049,1.06952367488473,7.56306321918268,4.25840308283283,0.0141489433009786,0.118106249822869
"ACT29763-1","ACT29763-1",2668,2.89654275259406,-1.34398750603038,-0.221212741237803,8.35931766081568,4.25539550617261,0.0141915556231697,0.118106249822869
"ACT28145-1","ACT28145-1",1075,5.85654538470652,-1.22748364173848,-0.361474296967171,8.45394194250056,4.24818511581125,0.0142942381683242,0.118676076176146
"ACT28229-1","ACT28229-1",1171,2.50975149646861,0.826127728539787,0.4006975946535,8.8582967424447,4.24074881887893,0.0144009161499098,0.119165769595364
"ACT28766-1","ACT28766-1",1697,7.11657864190932,-2.38858994917608,-1.51110428462427,6.72009308168897,4.2401214385584,0.0144099526194823,0.119165769595364
"EBG00001118587-1","EBG00001118587-1",4104,47.9032070681906,-2.8693221341254,-0.531151063889691,7.09629472860313,4.23120092734637,0.014539054378647,0.119761896950385
"EBG00001118577-1","EBG00001118577-1",4105,24.4346548537209,-2.8693221341254,-0.531151063889691,7.09629472860313,4.23120092734637,0.014539054378647,0.119761896950385
"ACT28979-1","ACT28979-1",1910,3.89724109475152,-0.411557546627211,-0.496908060674374,10.0546586210967,4.22727875806183,0.014596183304195,0.119997193856992
"ACT28417-1","ACT28417-1",1356,5.71263432025613,-1.62026191759061,-0.329089574599575,7.95750696982728,4.21671171764956,0.0147512186784372,0.121034901695537
"ACT29840-1","ACT29840-1",2740,0.176345073237902,-1.34855039568045,-0.600817745814684,8.0272491472899,4.20693708825956,0.014896093905092,0.121748035983058
"ACT31089-1","ACT31089-1",3968,26.8228712769202,1.76890710991801,-0.427297516550991,6.49951497380583,4.20756445085407,0.0148867528307281,0.121748035983058
"ACT28102-1","ACT28102-1",1030,1.09583210098855,-0.532881301983985,-0.564463902938776,9.4412834633415,4.20050756448224,0.0149921643901708,0.122295306025451
"ACT30841-1","ACT30841-1",3713,5.62710296165504,-0.215715473559255,0.392232980685612,10.1790161400869,4.18275667488198,0.0152606286208634,0.124243993868696
"ACT27179-1","ACT27179-1",97,4.90046949789493,0.966019248930655,1.54456547986173,6.72670551097639,4.17402290654129,0.0153944773165775,0.125091294404143
"ACT27540-1","ACT27540-1",442,8.85557893048292,-0.772638079922396,-0.661835190385187,8.71799795440645,4.16703777180712,0.0155023719237309,0.125604401058897
"ACT27554-1","ACT27554-1",466,5.08599585096678,0.835812592319639,2.42877571942952,5.95547554674555,4.1654433444025,0.0155271057727271,0.125604401058897
"ACT30729-1","ACT30729-1",3608,18.3441556987363,-1.21277824656375,-0.694111240862144,8.03999043612738,4.16414219448603,0.0155473193407823,0.125604401058897
"ACT28551-1","ACT28551-1",1481,40.1304116212443,-1.17838849646606,2.40346980328474,5.82099513276166,4.15966368800856,0.0156170950231301,0.125925942787274
"ACT27784-1","ACT27784-1",697,57.2957974105944,-0.25320363250901,-0.823043569131953,8.76526394240955,4.14423265356714,0.0158599196556278,0.127151760445214
"ACT29193-1","ACT29193-1",2117,48.5504639736286,-4.55564607125432,-0.54298904371083,6.65524332137703,4.14645363738156,0.0158247387419969,0.127151760445214
"ACT30952-1","ACT30952-1",3816,26.9192571534741,-2.85316075130512,-0.523821913170992,7.08398330618656,4.14602869213031,0.0158314639333913,0.127151760445214
"ACT28906-1","ACT28906-1",1839,29.3526316250415,1.70240319351237,0.538403211687761,6.83292478214773,4.13689108005891,0.0159767694717706,0.127844587716016
"ACT30887-1","ACT30887-1",3761,14.8359362556715,-4.20337309963485,-1.3387255484105,6.40851232477302,4.12925400975555,0.0160992361668031,0.128579640944372
"ACT30095-1","ACT30095-1",2986,4.59732122203094,-1.55436545061102,-1.34784015746783,7.08681601499788,4.12449704155128,0.0161759920858262,0.128820406843246
"ACT31083-1","ACT31083-1",3962,14.1327143035226,0.240191129261398,1.2953317554008,7.06711628465535,4.1235874436517,0.0161907105006508,0.128820406843246
"ACT27597-1","ACT27597-1",509,5.01400793335414,-0.635653363979678,-0.25385024155846,10.0600008245953,4.11660714982524,0.0163041068985727,0.129477416031954
"ACT27292-1","ACT27292-1",200,2.02453366869519,-1.26186070112959,-0.593354719785858,8.10483822176399,4.11108283593698,0.0163944133225759,0.129747157273557
"ACT29047-1","ACT29047-1",1981,1.57361438684227,-4.54490705904953,-0.550566909483235,6.64577135745772,4.11075165584624,0.0163998430164862,0.129747157273557
"ACT27393-1","ACT27393-1",299,5.78223859350561,-1.18271145582123,-0.0669593907478271,8.58554751142088,4.0950635298962,0.0166591205282858,0.131303874933074
"ACT27534-1","ACT27534-1",436,5.90435037349659,-0.693624790198061,-0.178035926702443,9.88190462563381,4.09517979467963,0.0166571840235143,0.131303874933074
"ACT28585-1","ACT28585-1",1513,1.59568026809884,-1.12195367279202,-0.257196771908371,8.66294249495171,4.08866120804071,0.0167661057972861,0.131775847796791
"ACT30123-1","ACT30123-1",3006,1.22387994139145,3.25203036276699,1.61955449965188,5.68000715454491,4.08581392164427,0.0168139055189957,0.131775847796791
"ECBD_R0091-1","ECBD_R0091-1",3907,16.5259387155474,3.24084731116647,1.66195136247727,5.68163339165727,4.08158832113797,0.0168850954438881,0.131775847796791
"EBG00001118666-1","EBG00001118666-1",3908,1.85414191982542,3.24084731116647,1.66195136247727,5.68163339165727,4.08158832113797,0.0168850954438881,0.131775847796791
"ECBD_R0099-1","ECBD_R0099-1",4034,9.04749021232113,-0.628707007068984,-0.672487189430433,8.86732100633161,4.07895744795999,0.0169295707077192,0.131775847796791
"EBG00001118605-1","EBG00001118605-1",4035,46.699383833665,-0.628707007068984,-0.672487189430433,8.86732100633161,4.07895744795999,0.0169295707077192,0.131775847796791
"ACT31275-1","ACT31275-1",4167,29.6335086641466,-0.755204059748363,-0.108392983135069,9.6578955553899,4.07842559326627,0.0169385760081569,0.131775847796791
"ACT29101-1","ACT29101-1",2034,3.02208361445795,-0.440969950644884,-3.67528453483018,6.18547434832182,4.07444433301201,0.0170061385491519,0.132056909510142
"ACT29337-1","ACT29337-1",2250,7.26956540500368,-1.35390250975571,-1.6051015546129,6.94550503852408,4.06624852682564,0.0171460721382332,0.132897876481029
"ACT29395-1","ACT29395-1",2309,16.2040665031428,-2.72366498605475,-0.812592931327743,6.9646986971334,4.06208396142956,0.0172176177229842,0.133206652033622
"ACT28542-1","ACT28542-1",1473,0.642738269582823,-1.73733552464397,-0.685960224838854,7.55362763556133,4.05675283387392,0.0173096402571243,0.133667971336828
"ACT30526-1","ACT30526-1",3405,8.51439168892949,-1.19132563717611,-0.394673284205888,8.41016644235497,4.05494936563947,0.0173408817849491,0.133667971336828
"ACT27687-1","ACT27687-1",606,128.407370076367,-2.24929462051387,-0.677105491325066,7.24735681658856,4.04687179886555,0.0174815030100268,0.134505117481909
"ACT27587-1","ACT27587-1",499,52.7663682395709,-0.944720776055561,-0.448664991075802,8.77836444765811,4.03485923312471,0.0176927398311478,0.13563357669827
"ACT28674-1","ACT28674-1",1597,53.7475279893362,-0.835554386440669,-0.298844642625306,9.25888756716126,4.03650053824564,0.0176637281776555,0.13563357669827
"ACT28154-1","ACT28154-1",1084,25.1475566502822,0.323382561514898,0.269053814497563,12.5507997605127,4.02537641751248,0.0178612931782574,0.136676307180072
"ACT27811-1","ACT27811-1",723,26.058490796618,-1.26412584188107,-0.211716262685837,8.40297580192275,4.00919672031062,0.018152596598141,0.137805507698764
"ACT28143-1","ACT28143-1",1073,10.8234453394685,-0.396331534478399,0.259978251247228,10.1983814060136,4.00711452203489,0.0181904284638382,0.137805507698764
"ACT28223-1","ACT28223-1",1163,0.75749002704723,-1.06577600360228,-0.340796560547486,8.6818746037576,4.01021175958119,0.0181341826901206,0.137805507698764
"ACT29631-1","ACT29631-1",2537,0.75749002704723,2.44262559249308,0.590542343308186,6.07923348456024,4.00447598413514,0.0182384818568228,0.137805507698764
"ACT30446-1","ACT30446-1",3321,1.4343060741594,-1.17528171544732,-0.407885085954674,8.39903772199187,4.0046239027198,0.0182357845887113,0.137805507698764
"ACT30731-1","ACT30731-1",3610,4.94014763682134,-4.18760426749197,-1.30094336183509,6.39892832966779,4.01004064801574,0.0181372855290525,0.137805507698764
"ACT31142-1","ACT31142-1",4018,0.177952787189065,0.249558061550329,-1.29667567356028,7.53097908084512,4.01368013260982,0.0180714035075843,0.137805507698764
"ACT27792-1","ACT27792-1",705,0.545505292827094,-0.777027213153387,-1.52723211058182,7.22651178152578,4.00028232843238,0.0183151186169403,0.13803503310411
"ACT28183-1","ACT28183-1",1121,0.239619613173242,-1.67363206542997,-1.13781465765323,7.1791404374079,3.99564218385145,0.0184002900591053,0.13803503310411
"ACT31094-1","ACT31094-1",3973,2.3706976190109,-1.32245364661732,-0.58703835769099,8.00872997716345,3.99627753768811,0.0183886045588488,0.13803503310411
"ACT31289-1","ACT31289-1",4181,11.2243833125512,2.5841713751675,-1.20532700222569,5.75307941736188,3.99679941540988,0.0183790116759688,0.13803503310411
"ACT29923-1","ACT29923-1",2810,100.809105977209,-0.944593114935067,-0.717228668352082,8.26071089906558,3.98902229506326,0.0185224864665149,0.138704038584366
"ACT28932-1","ACT28932-1",1863,4.74100857378631,-3.11073109893626,-3.11073109893626,5.95724903565461,3.98578378426221,0.018582561360373,0.138906299421579
"ACT30238-1","ACT30238-1",3116,10.9851263657101,-2.00494638600953,0.0388761683669516,7.58040507146222,3.98101897444683,0.0186713037641578,0.139321753309462
"ACT29739-1","ACT29739-1",2644,13.0603083554826,-0.424657304708974,-0.503321510852402,9.87274903037448,3.97701893168746,0.0187461298820252,0.139632077365936
"ACT29573-1","ACT29573-1",2484,0.419469983207173,-0.906562001850027,-0.274854871560986,9.06505120952871,3.97008506852566,0.0188765481626029,0.140106676380026
"ACT30334-1","ACT30334-1",3211,32.62839608514,-4.27486197746241,-1.07437490208107,6.46260590175854,3.97071357940014,0.0188646892683141,0.140106676380026
"ACT29389-1","ACT29389-1",2303,58.6712507552519,2.57097862079164,-1.18770833049437,5.74996153203694,3.96536109984364,0.0189659200592315,0.140521746329509
"ACT27662-1","ACT27662-1",582,38.4344383926403,-1.71138492529745,-1.04963040796038,7.21652089858991,3.95351580588663,0.0191918842255844,0.141791953794036
"ACT29780-1","ACT29780-1",2683,1.95925628748289,-2.81377591653703,-0.487356706922659,7.06230567321421,3.9528397820637,0.0192048611542029,0.141791953794036
"ACT29561-1","ACT29561-1",2472,3.01465340682929,1.67283328845929,-0.723999316444956,6.43944443685554,3.95098499209702,0.0192405107175487,0.14180593951653
"ACT30404-1","ACT30404-1",3273,1.60953561561575,2.39001174516496,-0.412064339152559,5.95021493602889,3.94634812556636,0.0193299223269186,0.142215418030446
"ACT29466-1","ACT29466-1",2381,2.16548532264675,1.64428039985448,0.581959410064321,6.86627653440826,3.93925939855344,0.0194674164170106,0.142976602041716
"ACT30190-1","ACT30190-1",3067,4.20918529854229,0.813988855126265,-0.621052449048241,7.77918103301725,3.93466457697737,0.0195570603118595,0.143384311291661
"ACT28432-1","ACT28432-1",1371,2.0480694955815,-1.06146907644577,-0.318504903708965,8.67803273736817,3.92521133965406,0.0197427911740804,0.14447638996001
"ACT28696-1","ACT28696-1",1619,1.39927104598953,-2.00784774234065,0.00274419098298749,7.57291959958866,3.92359128621676,0.0197747974832196,0.14447638996001
"ACT27850-1","ACT27850-1",764,2.32745982112372,0.754508866731584,-0.547442147551225,8.00530904561437,3.91915114410534,0.0198627846367308,0.144616218819595
"ACT28480-1","ACT28480-1",1418,1.76355050880426,-0.943496613721637,-0.0215218530735789,9.00026365631096,3.92032941368349,0.0198393976121708,0.144616218819595
"ACT28002-1","ACT28002-1",926,1.55196220760813,-1.58011697019345,-0.639363436543923,7.67996989284189,3.91398915942727,0.0199655683057252,0.145027422814591
"ACT28794-1","ACT28794-1",1725,0.908298215720033,-1.09966326180824,-0.468700136885696,8.4259731658809,3.90940206213346,0.0200573512628606,0.145027422814591
"ACT28877-1","ACT28877-1",1809,11.8789618210887,-1.52778006170636,-0.981230230858891,7.3773714616675,3.9109294008831,0.0200267440712207,0.145027422814591
"ACT31307-1","ACT31307-1",4199,32.2343585196888,0.0379243949845664,-1.52970980513874,7.31271686459699,3.91253295257301,0.019994659866467,0.145027422814591
"ACT28744-1","ACT28744-1",1677,4.94213303963117,-0.0347167563419412,-0.852425131020091,8.56702271586849,3.8991642952059,0.0202637227669346,0.146267868288475
"ACT28705-1","ACT28705-1",1629,37.3753754546034,-1.26908181966564,-0.358952332635313,8.27501690515504,3.89741164663569,0.0202992646913738,0.146273089139728
"ACT30960-1","ACT30960-1",3825,8.84953427460726,-1.14973458952133,-0.930320886679559,7.69451906343003,3.89228623031851,0.0204035610338891,0.146772876546863
"ACT30641-1","ACT30641-1",3520,2.53766020527151,0.394711476764186,-0.213550795454849,10.1649938277863,3.88393495168448,0.0205746491525102,0.147750600153326
"ACT28789-1","ACT28789-1",1720,3.44252588750769,1.47832614580454,0.892827287014613,7.00516012360553,3.8820535458985,0.0206133900742979,0.1477761974439
"ACT29353-1","ACT29353-1",2266,0.541739203675937,-0.994470631893033,-0.835285979039205,7.9898552976633,3.87370764610625,0.0207861259177502,0.148760672879845
"ACT30809-1","ACT30809-1",3688,0.489528762004995,-1.52328559453825,-0.976959024229629,7.37238548431678,3.86639378859235,0.0209386911817561,0.149597689888703
"ACT28960-1","ACT28960-1",1891,1.06102895398648,-1.42685681988062,-1.11344580702937,7.2964171927133,3.8613777653768,0.0210439710543804,0.150094605092449
"EBG00001118678-1","EBG00001118678-1",3895,1.01020252210214,-2.24277991072124,-0.580055025133395,7.25236519375616,3.85871823658846,0.021100005716174,0.150239193243469
"ACT28986-1","ACT28986-1",1918,1.22065498677531,-0.7923205654058,-0.436494794962624,9.05077493430157,3.85242261297417,0.0212332460813774,0.150677139844369
"ACT29627-1","ACT29627-1",2533,0.689198822920863,-1.73389556133924,-2.48797954032717,6.34792830299816,3.85281084632474,0.0212250052345563,0.150677139844369
"ACT27155-1","ACT27155-1",73,0.170716511232414,-0.615232316330937,-0.478854248686222,9.38936873825325,3.84985610296753,0.0212878047339729,0.150809557651636
"ACT28495-1","ACT28495-1",1433,0.647578645966714,-2.79013853445295,-0.476644795180446,7.04855103515355,3.84385719093815,0.0214158765268351,0.151461443247869
"ACT28881-1","ACT28881-1",1813,0.238473438554362,-1.284709728127,-0.460168235323916,8.14381299366973,3.84118444826772,0.0214731852163071,0.151611514443203
"ACT27397-1","ACT27397-1",303,0.486867845367967,-4.34991563916506,-0.817007672586704,6.51635332322725,3.83607756240438,0.021583113385952,0.151928383273853
"ACT29488-1","ACT29488-1",2398,0.183797415091408,-2.75756415392636,-0.572602203385395,7.01596420999861,3.83495668137191,0.0216073161037373,0.151928383273853
"ACT29516-1","ACT29516-1",2426,0.304690672260259,-0.220036530919066,-1.0454516588388,8.06997139911092,3.83406640896176,0.0216265587235811,0.151928383273853
"ACT29955-1","ACT29955-1",2846,0.712613974329989,-0.140061978515381,-2.67609556754674,6.50163251835955,3.83191761069307,0.0216730741349915,0.152000975694657
"ACT27257-1","ACT27257-1",167,3.54818911409245,-0.243211017037676,-1.06369855425174,8.01608066475524,3.82922809003936,0.0217314356672113,0.152156268729924
"ACT29016-1","ACT29016-1",1948,8.79413027954337,-3.68152893397535,-2.05455264994566,6.15651486072983,3.82169944293017,0.0218956413885429,0.153050897626071
"ACT28764-1","ACT28764-1",1695,1.28009587062529,-4.06509517241098,0.582324936605901,6.55361954826048,3.81882833877062,0.0219585887442555,0.153235932416308
"ACT30470-1","ACT30470-1",3347,2.21773447142172,-3.6638821386261,0.911336765544647,6.40972642254707,3.81274889392286,0.022092475123956,0.153659748337316
"ACT30487-1","ACT30487-1",3364,3.28311335667868,-1.08470612249059,-0.273229751345917,8.62585578938574,3.8135094978318,0.0220756799216804,0.153659748337316
"ACT28150-1","ACT28150-1",1080,1.66475705160648,0.308628746442896,-3.46350678683732,6.15249639859956,3.79751880647938,0.022431479491739,0.155515026809198
"ACT31029-1","ACT31029-1",3897,4.98983595418254,-0.364259598461699,-0.186733465570738,12.2470636945109,3.79743962641337,0.0224332554740238,0.155515026809198
"ACT29400-1","ACT29400-1",2314,1.29317636807446,-0.852982907387296,-0.740998444708803,8.27735183933285,3.78706680346738,0.0226671344070232,0.156317198757791
"ACT29692-1","ACT29692-1",2595,0.74434262601323,-0.387353469575879,-0.516677728235878,9.80070556068278,3.78621387555104,0.0226864737608615,0.156317198757791
"ACT30437-1","ACT30437-1",3312,0.342468953953766,-0.801593220506651,-0.319881537178371,9.23103270549852,3.78571433864462,0.0226978079605457,0.156317198757791
"ACT30485-1","ACT30485-1",3362,0.563526604653152,-1.66078960739233,-0.320563826225862,7.78760440577004,3.78740700731862,0.0226594251986824,0.156317198757791
"ACT31078-1","ACT31078-1",3957,0.29978267063696,-0.347500006214175,0.222971281407097,10.5651054850077,3.77670936337377,0.0229030994582697,0.157472865506041
"ACT28038-1","ACT28038-1",960,0.828783687106775,-0.920874605605143,-0.569733232536922,8.51957945878728,3.76800332379978,0.0231033411653008,0.157817107401169
"ACT28096-1","ACT28096-1",1023,1.12256383725539,-0.733594252494462,2.46093175281582,5.75097506279183,3.76575388375673,0.0231553630146575,0.157817107401169
"ACT28599-1","ACT28599-1",1526,0.763120182965057,-3.66333239745983,-2.03641306195939,6.15236658173888,3.76971876431574,0.0230637474639555,0.157817107401169
"ACT29541-1","ACT29541-1",2452,1.38185067485006,1.86608424569864,-0.381179819765429,6.31832991464028,3.76475221427773,0.0231785658811049,0.157817107401169
"ACT30166-1","ACT30166-1",3042,1.4722456781,-3.66270298282047,-2.03578358248804,6.15237125093203,3.76882218611872,0.0230844327140647,0.157817107401169
"ACT30435-1","ACT30435-1",3310,11.5744642443476,-0.595960961870968,-0.241357387077468,10.1100897062714,3.76633281461933,0.0231419631412143,0.157817107401169
"ACT27092-1","ACT27092-1",11,10.5722835310533,-3.88005565147878,0.740300943192405,6.47923055048152,3.75260689614495,0.0234617594111437,0.158691683597835
"ACT28162-1","ACT28162-1",1100,6.28035353110406,-1.01890422239401,-0.443066291633729,8.54656905473692,3.75200815673066,0.0234758094237089,0.158691683597835
"ACT29805-1","ACT29805-1",2705,1.88346694399595,-1.0957508423172,-0.852506424479922,7.8101344949562,3.75415957427538,0.0234253634490522,0.158691683597835
"ACT30746-1","ACT30746-1",3625,6.60622234343581,-4.30401885292796,0.285917786772782,6.62452223241044,3.75566804071915,0.0233900579172004,0.158691683597835
"ACT31147-1","ACT31147-1",4023,0.490057481175429,1.1166517654486,1.0598740954509,7.23356149045587,3.75115311523775,0.023495888407011,0.158691683597835
"ACT28238-1","ACT28238-1",1181,1.9707704379849,-0.617475928146579,-0.348378207269288,9.74829114004388,3.74253270744889,0.0236992837749594,0.159042637601604
"ACT29660-1","ACT29660-1",2566,28.3000935624662,0.00424498296893207,-0.339637474455787,11.753489091008,3.74267396059717,0.0236959368104719,0.159042637601604
"ACT30002-1","ACT30002-1",2894,54.2136466968493,-0.525617193539015,-0.210889320667032,10.5316836564011,3.74713261242384,0.0235905325616333,0.159042637601604
"ACT30864-1","ACT30864-1",3738,13.1502218849887,-0.951209505633057,-0.56444353719227,8.45944267261569,3.74447210439585,0.0236533714468486,0.159042637601604
"ACT27219-1","ACT27219-1",135,1.55863382636102,-1.74749427571081,-0.915749844433546,7.25446049897987,3.73731107502058,0.0238233416084162,0.159257531686016
"ACT30776-1","ACT30776-1",3654,1.04100063764399,-1.88330378769783,0.196923683822114,7.52495910463966,3.73865084760845,0.0237914489013161,0.159257531686016
"ACT31009-1","ACT31009-1",3869,11.630535068728,-3.0236253999623,-3.0236253999623,5.93167355557402,3.73640083339591,0.0238450339039524,0.159257531686016
"ACT27738-1","ACT27738-1",651,1.59712484473328,-2.2941728881058,-1.41863869911288,6.67344666742005,3.72954077545701,0.0240091550700066,0.160099143569997
"ACT31164-1","ACT31164-1",4048,6.0849353775094,-0.577795857109409,-0.62600387620463,8.93513333441613,3.72692462889937,0.0240720413211259,0.160264097607052
"ACT30319-1","ACT30319-1",3196,6.47742224169849,-1.89269670275027,-0.650335224392407,7.37712080446379,3.72411392964544,0.0241397877420278,0.16046083592446
"ACT30562-1","ACT30562-1",3441,0.476275192809539,-0.818432324207751,-0.236173054879476,9.2513104776613,3.71629782717238,0.0243291836388078,0.161464297735595
"ACT28835-1","ACT28835-1",1766,0.353717731720066,-1.4490503733172,-0.322051210465369,8.00121324896877,3.7121676797075,0.0244298626529714,0.16187673975573
"ACT29461-1","ACT29461-1",2376,0.830537004667109,0.764686455104786,-0.74026466267694,7.64062204194802,3.70773437642896,0.0245383952648999,0.162339840169833
"ACT30219-1","ACT30219-1",3097,0.712756536710816,-0.259480517143482,-0.35171179836783,11.5923324628101,3.6977683929093,0.0247841381290462,0.163707805471892
"ACT28575-1","ACT28575-1",1503,7.47703800230022,0.102906123544242,1.97298595463572,6.097053827586,3.68432946164711,0.0251194190432499,0.165661977081151
"ACT30328-1","ACT30328-1",3205,0.420111466423042,-0.551771199089973,-1.27339788014288,7.50448169436759,3.68087263919332,0.025206392488838,0.165975007594998
"ACT29229-1","ACT29229-1",2149,0.776846503799088,-2.99276312888769,-2.99276312888769,5.92674540842905,3.67515509115541,0.0253509071199374,0.166255110576168
"ACT29646-1","ACT29646-1",2552,1.67946726573234,-1.54939701635132,-0.599294737905659,7.6682763384449,3.67487854681398,0.0253579179214696,0.166255110576168
"ACT29758-1","ACT29758-1",2663,1.1338685313929,-2.46616295114934,-1.09356975972723,6.78417283745731,3.67376481526424,0.0253861722707067,0.166255110576168
"ACT29764-1","ACT29764-1",2669,0.235063480485149,-2.2691505819231,-0.190034950633381,7.33368866212831,3.67293549369053,0.0254072318471554,0.166255110576168
"ACT28324-1","ACT28324-1",1257,0.879584380116794,0.683954467434203,0.175383485010002,9.30869643641814,3.6665563738772,0.025569806678717,0.166887920732806
"ACT30973-1","ACT30973-1",3836,7.20362165054426,-1.4574731488076,-0.749232887121034,7.58061469408897,3.66602523217695,0.0255833898957218,0.166887920732806
"EBG00001118565-1","EBG00001118565-1",209,0.413811076066719,0.28066073242229,-2.53760997330068,6.48652726996034,3.65990313226606,0.0257404760603934,0.167652309968547
"ACT28763-1","ACT28763-1",1694,0.411941105765912,-2.98394600468946,-2.98394600468946,5.92527066936746,3.65738533680982,0.0258053594270676,0.167814729029584
"ACT28697-1","ACT28697-1",1620,0.323143252080813,-2.19316145149034,0.123411408735801,7.33822824965387,3.65527087181645,0.0258599753396152,0.167909978982571
"ACT29553-1","ACT29553-1",2464,0.940831506638793,-2.69163489831625,-0.61644642972668,6.96611718534482,3.64987033612301,0.0259999945766242,0.168558606815429
"ACT30172-1","ACT30172-1",3048,6.33726155534074,-1.07176806190022,-0.847509234656891,7.79939955709828,3.6449256131233,0.0261288607711624,0.169133041756014
"ACT29496-1","ACT29496-1",2406,0.167000560671668,1.46774195534708,-0.70932852431764,6.58316651157152,3.6316809534802,0.0264771900760143,0.170861252702513
"ACT30975-1","ACT30975-1",3838,2.63417491670083,0.951492180181579,0.600047275349765,8.04951070507355,3.63249031615694,0.0264557715644814,0.170861252702513
"ACT27344-1","ACT27344-1",251,4.7377062167707,1.321430497431,0.881816592606814,7.14958675739356,3.62893827385339,0.0265498998123424,0.17106768268658
"ACT27359-1","ACT27359-1",266,0.987540905788036,-0.251460651577738,-3.49309162357229,6.1297367172571,3.62433349064954,0.0266724241245085,0.171504025122708
"ACT28236-1","ACT28236-1",1178,1.32052144733848,-0.736292809404597,-0.395641212194476,9.19034747872185,3.62332738559496,0.0266992698001073,0.171504025122708
"ACT27788-1","ACT27788-1",701,0.601820883960149,-1.3780190443269,-0.685077983526212,7.72162149187307,3.61828101498211,0.026834329183015,0.171946251484695
"ACT28442-1","ACT28442-1",1381,34.2001799176094,-2.58632294533294,-0.822236229877402,6.88477650080824,3.61769810114786,0.0268499740475982,0.171946251484695
